StockCode,gap_start,gap_end,gap_weeks,weeks_before,weeks_after
22165,2010-08-23,2010-09-13,4,33,55
22165,2011-08-08,2011-08-22,3,73,15
22166,2010-08-23,2010-09-06,3,26,54
22167,2011-08-15,2011-08-29,3,82,12
22173,2010-03-08,2010-06-14,15,13,70
22173,2011-04-04,2011-05-09,6,53,30
22181,2010-07-05,2010-08-02,5,20,42
22181,2010-08-16,2010-08-30,3,21,41
22181,2010-12-27,2011-01-17,4,35,27
22181,2011-02-07,2011-02-21,3,37,25
22181,2011-08-01,2011-08-22,4,51,11
22182,2010-08-16,2010-09-13,5,17,52
22182,2011-08-08,2011-09-05,5,58,11
22183,2010-04-05,2010-05-03,5,12,49
22183,2010-08-23,2010-09-06,3,23,38
22184,2010-03-22,2010-04-05,3,11,36
22185,2010-12-20,2011-01-17,5,54,43
22186,2010-05-03,2010-05-24,4,8,45
22186,2010-12-20,2011-01-03,3,31,22
22186,2011-01-17,2011-02-07,4,32,21
22186,2011-02-28,2011-04-11,7,34,19
22186,2011-04-25,2011-07-18,13,35,18
22187,2010-03-22,2010-04-26,6,8,39
22187,2010-05-10,2010-07-05,9,9,38
22187,2010-08-16,2010-09-13,5,13,34
22187,2011-01-17,2011-04-04,12,28,19
22187,2011-04-18,2011-06-27,11,29,18
22187,2011-07-11,2011-08-01,4,30,17
22189,2010-05-31,2010-07-19,8,25,71
22190,2010-05-24,2010-06-07,3,21,58
22190,2011-08-08,2011-08-22,3,67,12
22191,2010-06-07,2010-09-13,15,24,63
22192,2010-05-24,2010-06-21,5,22,63
22192,2010-07-05,2010-09-13,11,23,62
22193,2010-04-05,2010-09-13,24,15,63
22201,2010-03-29,2010-04-12,3,12,60
22201,2011-10-17,2011-10-31,3,67,5
22204,2011-09-05,2011-09-26,4,66,6
22208,2011-02-14,2011-02-28,3,53,36
22209,2010-09-27,2010-10-11,3,32,53
22209,2011-04-18,2011-05-02,3,55,30
22210,2011-01-31,2011-02-14,3,51,30
22210,2011-04-18,2011-05-02,3,56,25
22210,2011-05-16,2011-05-30,3,57,24
22211,2010-07-12,2010-07-26,3,26,61
22211,2010-09-27,2010-10-11,3,34,53
22214,2010-03-08,2010-03-22,3,9,43
22214,2010-10-18,2010-11-08,4,25,27
22214,2010-11-22,2010-12-06,3,26,26
22214,2011-03-28,2011-04-11,3,37,15
22214,2011-07-18,2011-08-08,4,43,9
22214,2011-09-12,2011-09-26,3,47,5
22216,2010-04-12,2010-04-26,3,12,53
22216,2010-07-26,2010-08-09,3,20,45
22216,2011-05-02,2011-05-16,3,45,20
22216,2011-08-01,2011-08-15,3,53,12
22220,2011-04-04,2011-04-18,3,64,25
22221,2011-01-17,2011-01-31,3,50,30
22223,2011-04-04,2011-04-18,3,60,18
22223,2011-08-15,2011-09-12,5,70,8
22228,2010-05-10,2010-05-31,4,20,50
22228,2010-07-19,2010-08-09,4,24,46
22228,2010-09-20,2010-10-04,3,27,43
22228,2011-04-25,2011-05-23,5,50,20
22228,2011-07-25,2011-08-08,3,57,13
22229,2010-04-26,2010-05-24,5,17,39
22229,2010-06-07,2010-08-09,10,18,38
22229,2010-09-20,2010-11-01,7,21,35
22229,2010-12-13,2010-12-27,3,25,31
22229,2011-04-25,2011-05-23,5,40,16
22229,2011-07-25,2011-08-08,3,46,10
22229,2011-08-22,2011-09-12,4,47,9
22230,2010-12-13,2011-01-17,6,42,35
22231,2010-12-13,2010-12-27,3,51,41
22232,2010-09-20,2010-10-04,3,31,37
22232,2010-12-13,2011-01-10,5,37,31
22232,2011-04-18,2011-05-02,3,46,22
22232,2011-05-16,2011-05-30,3,47,21
22233,2010-04-05,2010-04-19,3,13,55
22233,2010-05-24,2010-06-21,5,16,52
22233,2010-12-13,2010-12-27,3,29,39
22233,2011-05-16,2011-05-30,3,46,22
22233,2011-08-01,2011-08-15,3,54,14
22241,2010-05-31,2010-06-14,3,21,44
22241,2010-07-12,2010-08-09,5,23,42
22241,2011-06-06,2011-06-20,3,56,9
22241,2011-07-04,2011-07-18,3,57,8
22241,2011-08-15,2011-08-29,3,59,6
22243,2010-06-21,2010-09-06,12,27,53
22244,2010-07-12,2010-09-06,9,30,54
22246,2010-07-19,2010-08-02,3,26,47
22246,2010-12-27,2011-01-10,3,43,30
22246,2011-05-09,2011-05-30,4,57,16
22246,2011-07-25,2011-08-08,3,62,11
22247,2010-04-26,2010-05-10,3,16,31
22247,2010-05-24,2010-08-16,13,17,30
22247,2010-08-30,2010-11-01,10,18,29
22247,2011-04-25,2011-05-30,6,39,8
22248,2010-09-20,2010-11-01,7,31,34
22248,2011-05-09,2011-05-23,3,53,12
22248,2011-07-25,2011-09-12,8,59,6
22249,2010-05-24,2010-06-21,5,21,40
22249,2010-08-23,2010-10-04,7,26,35
22249,2011-05-23,2011-06-06,3,52,9
22249,2011-07-25,2011-09-19,9,57,4
22250,2011-08-08,2011-08-29,4,75,6
22250,2011-09-26,2011-10-10,3,77,4
22251,2011-09-19,2011-10-03,3,76,6
22252,2010-09-27,2010-10-11,3,24,43
22252,2010-12-20,2011-01-03,3,30,37
22254,2010-06-14,2010-07-05,4,24,45
22254,2010-08-23,2010-09-13,4,28,41
22254,2011-05-09,2011-05-23,3,54,15
22254,2011-07-04,2011-07-18,3,58,11
22254,2011-08-08,2011-08-22,3,60,9
22255,2010-06-14,2010-07-05,4,22,45
22255,2010-08-30,2010-09-13,3,26,41
22255,2011-04-25,2011-05-09,3,48,19
22255,2011-09-19,2011-10-03,3,60,7
22256,2010-05-17,2010-06-21,6,19,24
22256,2010-07-26,2010-09-27,10,21,22
22256,2010-11-01,2010-11-15,3,23,20
22257,2010-04-05,2010-04-26,4,8,18
22257,2010-05-10,2010-12-06,31,9,17
22258,2010-05-03,2010-11-15,29,16,24
22258,2011-05-02,2011-06-13,7,36,4
22259,2010-04-12,2010-06-14,10,10,16
22259,2010-06-28,2010-07-12,3,11,15
22259,2010-07-26,2010-11-22,18,12,14
22260,2011-05-09,2011-05-23,3,58,14
22260,2011-06-06,2011-06-27,4,59,13
22260,2011-07-11,2011-07-25,3,60,12
22260,2011-08-15,2011-08-29,3,62,10
22260,2011-10-03,2011-10-17,3,65,7
22261,2010-05-24,2010-07-19,9,20,46
22261,2011-05-02,2011-05-16,3,53,13
22261,2011-06-06,2011-07-25,8,55,11
22261,2011-08-08,2011-08-29,4,56,10
22261,2011-10-03,2011-10-17,3,59,7
22262,2011-05-09,2011-05-23,3,64,20
22262,2011-06-06,2011-06-20,3,65,19
22263,2010-03-29,2010-04-19,4,13,44
22263,2010-05-03,2010-05-17,3,14,43
22263,2011-04-25,2011-05-23,5,44,13
22263,2011-06-06,2011-06-27,4,45,12
22264,2010-04-26,2010-05-17,4,16,38
22264,2010-05-31,2010-07-12,7,17,37
22264,2010-07-26,2010-08-16,4,18,36
22264,2010-08-30,2010-09-13,3,19,35
22264,2011-05-23,2011-06-06,3,49,5
22265,2011-05-23,2011-06-13,4,54,7
22265,2011-07-25,2011-08-29,6,57,4
22266,2010-05-31,2010-06-14,3,18,40
22266,2010-06-28,2010-12-27,27,19,39
22266,2011-08-08,2011-08-29,4,45,13
22267,2010-04-05,2010-12-27,39,13,35
22267,2011-07-25,2011-08-22,5,35,13
22268,2010-05-10,2010-06-14,6,16,46
22268,2010-06-28,2010-08-16,8,17,45
22268,2010-08-30,2010-09-13,3,18,44
22268,2010-10-25,2010-11-08,3,22,40
22268,2010-11-29,2010-12-27,5,24,38
22268,2011-04-25,2011-05-09,3,40,22
22269,2010-04-26,2010-05-17,4,17,60
22269,2011-05-16,2011-05-30,3,53,24
22270,2010-08-16,2010-08-30,3,28,29
22270,2010-10-04,2010-11-01,5,31,26
22270,2010-11-15,2010-12-06,4,32,25
22270,2011-04-25,2011-05-23,5,49,8
22270,2011-06-06,2011-06-20,3,50,7
22270,2011-07-04,2011-08-29,9,51,6
22277,2010-12-27,2011-01-10,3,49,38
22277,2011-02-07,2011-02-21,3,52,35
22278,2010-12-27,2011-01-10,3,55,45
22279,2010-02-22,2010-03-08,3,10,68
22280,2010-03-29,2010-04-12,3,11,56
22280,2010-05-31,2010-06-21,4,16,51
22280,2010-09-20,2010-10-04,3,25,42
22280,2011-03-28,2011-04-11,3,44,23
22280,2011-10-03,2011-10-17,3,60,7
22281,2010-04-12,2010-05-17,6,16,24
22281,2010-05-31,2010-10-04,19,17,23
22281,2010-10-18,2010-11-08,4,18,22
22281,2010-12-20,2011-01-03,3,21,19
22284,2011-07-11,2011-08-01,4,76,12
22285,2010-08-16,2010-09-06,4,33,46
22285,2011-06-13,2011-06-27,3,66,13
22285,2011-07-11,2011-07-25,3,67,12
22286,2010-04-05,2010-08-16,20,14,40
22286,2010-08-30,2010-11-15,12,15,39
22286,2011-04-25,2011-05-30,6,33,21
22287,2010-04-12,2010-05-24,7,15,32
22287,2010-06-07,2010-11-29,26,16,31
22287,2010-12-20,2011-01-03,3,18,29
22287,2011-04-25,2011-05-30,6,30,17
22287,2011-08-01,2011-08-15,3,37,10
22287,2011-08-29,2011-09-12,3,38,9
22288,2010-04-05,2010-04-19,3,12,31
22288,2010-05-03,2010-06-21,8,13,30
22288,2010-07-19,2010-08-09,4,15,28
22288,2010-08-23,2010-10-04,7,16,27
22288,2010-10-18,2010-11-01,3,17,26
22288,2010-12-13,2010-12-27,3,20,23
22288,2011-04-25,2011-06-20,9,35,8
22288,2011-07-04,2011-07-18,3,36,7
22288,2011-08-29,2011-09-12,3,39,4
22289,2010-04-05,2010-04-19,3,12,30
22289,2010-05-03,2010-05-31,5,13,29
22289,2010-08-16,2010-09-13,5,19,23
22289,2010-10-18,2010-11-01,3,21,21
22289,2010-11-22,2010-12-06,3,23,19
22289,2010-12-20,2011-01-10,4,24,18
22289,2011-04-18,2011-06-20,10,35,7
22291,2010-05-17,2010-05-31,3,18,47
22291,2010-06-14,2010-07-05,4,19,46
22291,2010-08-23,2010-09-06,3,24,41
22292,2010-09-20,2010-10-04,3,30,40
22292,2010-12-13,2010-12-27,3,38,32
22292,2011-07-25,2011-08-08,3,62,8
22293,2010-06-21,2010-07-26,6,24,47
22293,2010-08-30,2010-10-18,8,27,44
22293,2011-08-22,2011-09-05,3,64,7
22299,2010-07-26,2010-08-23,5,26,46
22299,2011-05-16,2011-06-13,5,54,18
22299,2011-07-04,2011-07-18,3,56,16
22299,2011-08-08,2011-08-22,3,58,14
22302,2010-10-18,2010-12-06,8,39,51
22303,2010-11-22,2010-12-06,3,48,51
22304,2010-12-20,2011-01-10,4,46,29
22304,2011-09-26,2011-10-24,5,70,5
22306,2010-12-27,2011-02-14,8,21,20
22306,2011-03-21,2011-07-04,16,23,18
22306,2011-07-18,2011-08-08,4,24,17
22307,2010-12-20,2011-01-10,4,24,16
22307,2011-01-24,2011-08-08,29,25,15
22309,2011-05-02,2011-05-23,4,66,24
22310,2010-03-29,2010-04-19,4,14,65
22310,2011-03-14,2011-03-28,3,55,24
22310,2011-04-25,2011-05-23,5,57,22
22311,2010-05-17,2010-05-31,3,17,65
22312,2010-07-19,2010-08-02,3,27,58
22312,2011-06-27,2011-07-11,3,67,18
22313,2010-03-22,2010-04-26,6,12,52
22313,2010-08-09,2010-08-23,3,20,44
22313,2011-02-21,2011-03-14,4,42,22
22313,2011-04-11,2011-05-09,5,45,19
22313,2011-06-27,2011-07-11,3,50,14
22313,2011-09-12,2011-10-03,4,55,9
22314,2010-08-09,2010-08-23,3,28,55
22316,2011-01-24,2011-02-14,4,41,28
22316,2011-08-22,2011-09-12,4,60,9
22317,2011-06-06,2011-06-20,3,59,17
22319,2011-05-02,2011-05-16,3,58,17
22319,2011-09-05,2011-09-19,3,67,8
22320,2010-12-06,2010-12-27,4,47,34
22320,2011-01-10,2011-01-24,3,48,33
22322,2011-09-05,2011-09-19,3,81,4
22324,2011-01-24,2011-02-07,3,44,28
22325,2010-03-29,2010-04-12,3,11,70
22325,2011-05-16,2011-05-30,3,59,22
22326,2010-08-23,2010-09-06,3,33,62
22336,2010-04-12,2010-05-03,4,8,53
22336,2011-03-07,2011-03-21,3,42,19
22336,2011-05-30,2011-06-13,3,48,13
22337,2010-12-20,2011-06-27,28,22,14
22337,2011-07-11,2011-08-01,4,23,13
22337,2011-08-15,2011-09-05,4,24,12
22338,2010-05-24,2010-07-05,7,8,43
22338,2010-12-20,2011-01-03,3,30,21
22338,2011-01-24,2011-04-25,14,32,19
22338,2011-05-09,2011-06-27,8,33,18
22338,2011-07-18,2011-08-08,4,35,16
22339,2010-03-15,2010-04-12,5,8,32
22339,2010-04-26,2010-07-12,12,9,31
22339,2010-12-20,2011-01-10,4,28,12
22339,2011-01-24,2011-07-11,25,29,11
22339,2011-07-25,2011-09-05,7,30,10
22340,2011-01-17,2011-08-15,31,23,13
22340,2011-08-29,2011-09-12,3,24,12
22343,2011-09-19,2011-10-03,3,75,5
22343,2011-10-17,2011-11-07,4,76,4
22344,2010-03-29,2010-04-12,3,11,51
22344,2011-02-14,2011-02-28,3,43,19
22344,2011-03-28,2011-04-11,3,46,16
22344,2011-05-02,2011-05-16,3,48,14
22344,2011-08-22,2011-09-05,3,56,6
22344,2011-09-26,2011-11-07,7,58,4
22345,2011-02-21,2011-03-07,3,43,20
22345,2011-04-04,2011-04-18,3,46,17
22345,2011-06-13,2011-07-04,4,52,11
22345,2011-08-22,2011-09-05,3,55,8
22345,2011-10-10,2011-10-24,3,57,6
22346,2010-03-29,2010-04-12,3,10,39
22346,2010-04-26,2010-05-10,3,11,38
22346,2011-01-31,2011-03-07,6,36,13
22346,2011-05-02,2011-05-23,4,40,9
22346,2011-06-13,2011-07-04,4,42,7
22346,2011-08-22,2011-11-07,12,45,4
22353,2010-11-15,2011-01-24,11,47,12
22354,2010-12-13,2010-12-27,3,49,40
22359,2010-12-13,2011-01-03,4,36,38
22363,2011-07-11,2011-07-25,3,59,18
22372,2011-02-14,2011-02-28,3,48,37
22389,2011-01-31,2011-02-28,5,33,19
22389,2011-05-23,2011-06-27,6,40,12
22389,2011-07-11,2011-07-25,3,41,11
22389,2011-08-08,2011-08-29,4,42,10
22390,2011-01-24,2011-02-21,5,32,18
22390,2011-05-09,2011-06-13,6,37,13
22390,2011-06-27,2011-07-18,4,38,12
22390,2011-08-15,2011-09-05,4,41,9
22391,2010-07-12,2010-07-26,3,13,28
22391,2010-10-18,2010-11-15,5,19,22
22391,2011-01-24,2011-02-07,3,25,16
22391,2011-02-21,2011-03-07,3,26,15
22391,2011-03-21,2011-04-04,3,27,14
22391,2011-05-02,2011-05-30,5,29,12
22391,2011-08-01,2011-09-05,6,33,8
22391,2011-10-10,2011-10-24,3,35,6
22393,2011-01-24,2011-02-14,4,32,29
22393,2011-06-13,2011-06-27,3,44,17
22393,2011-08-08,2011-08-22,3,48,13
22394,2010-07-12,2010-07-26,3,11,27
22394,2011-01-17,2011-02-28,7,26,12
22394,2011-04-11,2011-05-02,4,29,9
22394,2011-05-16,2011-05-30,3,30,8
22394,2011-06-13,2011-07-04,4,31,7
22394,2011-07-18,2011-09-05,8,32,6
22394,2011-09-19,2011-10-03,3,33,5
22395,2010-07-19,2010-08-09,4,8,25
22395,2010-08-23,2010-09-20,5,9,24
22395,2010-10-18,2010-11-01,3,11,22
22395,2011-01-10,2011-02-14,6,17,16
22395,2011-03-21,2011-04-04,3,20,13
22395,2011-04-25,2011-05-30,6,22,11
22395,2011-06-13,2011-07-04,4,23,10
22395,2011-07-25,2011-08-22,5,25,8
22395,2011-09-05,2011-09-26,4,26,7
22395,2011-10-17,2011-10-31,3,28,5
22398,2011-04-25,2011-05-09,3,54,29
22400,2010-12-27,2011-01-17,4,34,37
22400,2011-02-07,2011-02-21,3,36,35
22402,2010-12-20,2011-01-10,4,37,42
22406,2011-04-25,2011-05-09,3,50,22
22406,2011-06-13,2011-06-27,3,54,18
22406,2011-08-22,2011-09-05,3,59,13
22407,2010-12-20,2011-01-24,6,30,18
22407,2011-04-25,2011-05-16,4,37,11
22407,2011-05-30,2011-07-04,6,38,10
22407,2011-09-26,2011-10-24,5,44,4
22408,2011-03-28,2011-05-23,9,41,12
22408,2011-06-06,2011-06-27,4,42,11
22408,2011-07-18,2011-08-01,3,44,9
22408,2011-08-22,2011-09-05,3,46,7
22408,2011-09-19,2011-10-03,3,47,6
22409,2010-12-20,2011-01-17,5,35,34
22409,2011-06-06,2011-06-20,3,49,20
22410,2011-05-30,2011-06-20,4,54,17
22410,2011-07-25,2011-08-08,3,57,14
22420,2010-07-26,2010-08-16,4,12,57
22420,2010-12-20,2011-01-03,3,28,41
22427,2010-09-20,2010-10-18,5,18,52
22433,2010-08-30,2010-09-13,3,28,59
22438,2011-07-04,2011-07-18,3,52,12
22438,2011-08-29,2011-09-12,3,55,9
22438,2011-10-10,2011-10-24,3,58,6
22442,2010-07-26,2010-08-09,3,18,40
22442,2010-09-06,2010-09-20,3,20,38
22442,2010-12-13,2010-12-27,3,31,27
22442,2011-07-18,2011-09-26,11,50,8
22446,2010-10-18,2010-11-08,4,24,33
22446,2011-05-02,2011-06-13,7,39,18
22446,2011-07-25,2011-08-22,5,42,15
22447,2010-07-26,2010-08-09,3,12,32
22447,2010-10-25,2010-11-08,3,20,24
22447,2011-02-21,2011-03-07,3,30,14
22447,2011-04-18,2011-06-13,9,34,10
22447,2011-08-15,2011-09-19,6,38,6
22447,2011-10-03,2011-10-17,3,39,5
22448,2010-12-20,2011-01-03,3,36,23
22448,2011-04-25,2011-05-09,3,45,14
22448,2011-06-06,2011-06-27,4,47,12
22448,2011-08-08,2011-09-19,7,50,9
22450,2011-02-28,2011-04-04,6,45,16
22450,2011-05-16,2011-05-30,3,48,13
22450,2011-06-13,2011-06-27,3,49,12
22450,2011-08-01,2011-08-29,5,53,8
22451,2011-02-21,2011-03-07,3,46,5
22452,2011-04-04,2011-04-18,3,50,24
22453,2011-02-21,2011-03-14,4,38,21
22453,2011-04-18,2011-05-02,3,42,17
22453,2011-06-06,2011-06-27,4,44,15
22453,2011-10-10,2011-10-24,3,53,6
22454,2010-12-20,2011-01-17,5,39,18
22454,2011-03-14,2011-04-04,4,45,12
22454,2011-04-18,2011-06-13,9,46,11
22454,2011-08-01,2011-08-15,3,50,7
22454,2011-08-29,2011-09-12,3,51,6
22454,2011-09-26,2011-10-10,3,52,5
22456,2010-05-31,2010-06-14,3,13,76
22457,2010-05-10,2010-06-07,5,9,77
22461,2011-06-06,2011-06-20,3,52,7
22466,2010-07-19,2010-08-02,3,19,65
22467,2010-06-21,2010-07-05,3,14,63
22467,2010-07-19,2010-09-13,9,15,62
22469,2011-04-25,2011-05-09,3,48,30
22470,2011-03-14,2011-04-04,4,46,31
22470,2011-04-18,2011-05-09,4,47,30
22471,2011-03-28,2011-04-25,5,49,21
22471,2011-07-04,2011-07-25,4,55,15
22472,2011-05-23,2011-06-06,3,55,18
22472,2011-09-05,2011-09-19,3,63,10
22473,2011-05-09,2011-05-23,3,53,18
22473,2011-08-08,2011-09-12,6,59,12
22474,2011-07-11,2011-08-01,4,61,14
22479,2011-09-12,2011-10-03,4,63,9
22481,2011-05-09,2011-05-23,3,49,25
22482,2010-12-20,2011-01-03,3,41,17
22486,2010-06-21,2010-11-08,21,9,17
22486,2010-12-20,2011-01-10,4,13,13
22486,2011-02-14,2011-08-15,27,15,11
22495,2011-04-11,2011-05-02,4,52,22
22495,2011-08-08,2011-08-29,4,61,13
22496,2011-03-14,2011-03-28,3,53,27
22503,2010-07-12,2010-08-09,5,10,26
22503,2010-08-23,2010-09-06,3,11,25
22503,2010-10-04,2010-11-08,6,13,23
22503,2011-02-28,2011-04-11,7,24,12
22503,2011-04-25,2011-05-30,6,25,11
22503,2011-07-25,2011-08-15,4,31,5
22503,2011-08-29,2011-09-26,5,32,4
22504,2010-10-18,2010-11-01,3,16,31
22504,2011-01-31,2011-02-14,3,27,20
22504,2011-03-28,2011-04-25,5,30,17
22504,2011-08-01,2011-08-15,3,39,8
22504,2011-08-29,2011-09-26,5,40,7
22509,2011-04-18,2011-05-02,3,50,21
22509,2011-05-23,2011-06-06,3,52,19
22510,2010-09-27,2010-10-11,3,25,27
22510,2011-02-21,2011-05-09,12,39,13
22510,2011-06-20,2011-07-18,5,42,10
22510,2011-08-01,2011-09-19,8,43,9
22511,2011-02-21,2011-05-30,15,40,11
22511,2011-06-20,2011-07-11,4,42,9
22511,2011-07-25,2011-08-15,4,43,8
22511,2011-08-29,2011-09-19,4,44,7
22511,2011-10-03,2011-10-24,4,45,6
22512,2010-06-07,2010-07-05,5,8,33
22512,2010-07-26,2010-08-09,3,10,31
22512,2011-01-31,2011-06-06,19,27,14
22512,2011-06-20,2011-07-11,4,28,13
22512,2011-08-22,2011-09-12,4,32,9
22512,2011-10-17,2011-10-31,3,36,5
22513,2010-12-27,2011-01-17,4,39,26
22513,2011-04-04,2011-05-09,6,46,19
22514,2010-09-20,2010-10-04,3,24,48
22515,2011-05-30,2011-06-20,4,52,16
22515,2011-08-01,2011-08-22,4,57,11
22516,2011-01-24,2011-02-14,4,34,22
22516,2011-07-18,2011-08-08,4,51,5
22516,2011-08-22,2011-11-07,12,52,4
22517,2010-08-16,2010-08-30,3,19,41
22517,2010-11-01,2010-11-15,3,23,37
22517,2011-01-24,2011-02-07,3,30,30
22518,2010-08-23,2010-09-06,3,22,32
22529,2010-12-20,2011-01-03,3,34,31
22529,2011-05-16,2011-05-30,3,45,20
22532,2010-12-20,2011-01-10,4,36,31
22532,2011-02-07,2011-02-28,4,38,29
22532,2011-05-16,2011-05-30,3,43,24
22533,2011-02-07,2011-02-28,4,42,30
22538,2010-12-27,2011-01-31,6,30,25
22538,2011-10-17,2011-11-07,4,51,4
22541,2010-06-14,2010-07-26,7,10,36
22541,2010-08-09,2010-09-13,6,11,35
22541,2010-12-13,2010-12-27,3,20,26
22541,2011-01-10,2011-01-24,3,21,25
22541,2011-05-23,2011-06-13,4,30,16
22543,2011-04-25,2011-05-30,6,45,19
22546,2010-12-27,2011-01-17,4,36,32
22546,2011-02-07,2011-03-07,5,38,30
22546,2011-05-02,2011-05-16,3,44,24
22558,2010-07-26,2010-10-11,12,15,56
22558,2010-11-01,2010-11-15,3,17,54
22567,2011-04-25,2011-06-13,8,56,24
22571,2011-01-24,2011-05-30,19,26,24
22572,2011-01-24,2011-04-11,12,26,23
22572,2011-04-25,2011-05-30,6,27,22
22573,2010-12-27,2011-01-10,3,24,25
22573,2011-01-24,2011-02-21,5,25,24
22573,2011-03-07,2011-05-30,13,26,23
22574,2011-01-31,2011-02-21,4,27,25
22574,2011-03-28,2011-05-09,7,29,23
22574,2011-07-25,2011-08-08,3,35,17
22575,2011-01-17,2011-06-27,24,25,20
22576,2010-12-20,2011-01-03,3,23,24
22576,2011-01-24,2011-02-14,4,25,22
22576,2011-02-28,2011-06-20,17,26,21
22577,2011-04-25,2011-05-09,3,37,27
22578,2010-12-27,2011-01-10,3,24,21
22578,2011-01-24,2011-06-27,23,25,20
22578,2011-08-15,2011-08-29,3,31,14
22579,2010-12-27,2011-01-10,3,23,20
22579,2011-01-24,2011-02-28,6,24,19
22579,2011-03-14,2011-07-04,17,25,18
22579,2011-08-08,2011-08-22,3,29,14
22580,2010-12-20,2011-02-21,10,21,25
22580,2011-03-07,2011-05-16,11,22,24
22580,2011-05-30,2011-06-13,3,23,23
22581,2011-01-24,2011-07-04,24,25,19
22588,2011-02-07,2011-06-06,18,29,26
22589,2011-01-10,2011-07-04,26,23,15
22589,2011-08-08,2011-09-05,5,25,13
22591,2010-11-15,2010-11-29,3,17,19
22591,2010-12-20,2011-06-13,26,19,17
22591,2011-07-11,2011-08-22,7,21,15
22592,2011-01-17,2011-06-27,24,23,19
22592,2011-07-11,2011-08-01,4,24,18
22593,2011-01-24,2011-02-07,3,26,23
22593,2011-02-21,2011-05-02,11,27,22
22593,2011-05-16,2011-05-30,3,28,21
22593,2011-07-25,2011-08-15,4,33,16
22594,2011-02-21,2011-05-02,11,29,22
22594,2011-05-30,2011-06-13,3,31,20
22596,2010-11-22,2011-06-06,29,17,26
22597,2010-12-20,2011-01-10,4,21,33
22597,2011-03-07,2011-03-21,3,26,28
22597,2011-07-25,2011-08-15,4,39,15
22598,2010-12-20,2011-06-13,26,17,15
22598,2011-07-18,2011-09-05,8,19,13
22599,2010-12-13,2011-06-13,27,18,17
22599,2011-07-11,2011-08-22,7,20,15
22600,2011-02-21,2011-05-30,15,28,24
22601,2011-01-24,2011-02-07,3,27,24
22601,2011-02-21,2011-04-11,8,28,23
22601,2011-04-25,2011-06-20,9,29,22
22603,2011-01-24,2011-05-30,19,27,21
22603,2011-07-04,2011-07-18,3,29,19
22604,2011-07-04,2011-07-18,3,44,16
22607,2010-08-02,2010-10-04,10,17,54
22607,2010-10-18,2010-11-15,5,18,53
22608,2010-06-14,2010-07-05,4,8,48
22608,2010-09-06,2010-09-20,3,13,43
22608,2010-10-25,2010-11-08,3,16,40
22608,2011-01-31,2011-02-14,3,24,32
22608,2011-03-21,2011-04-25,6,27,29
22608,2011-05-09,2011-05-23,3,28,28
22609,2011-02-28,2011-04-04,6,37,27
22609,2011-05-09,2011-05-30,4,40,24
22610,2011-03-07,2011-03-21,3,43,35
22611,2011-04-25,2011-07-04,11,49,9
22611,2011-08-29,2011-09-26,5,54,4
22624,2011-04-18,2011-05-02,3,48,31
22625,2011-04-18,2011-05-09,4,48,30
22627,2011-02-21,2011-03-14,4,41,32
22627,2011-04-04,2011-05-09,6,43,30
22632,2010-12-20,2011-04-04,16,12,20
22632,2011-04-18,2011-05-16,5,13,19
22632,2011-06-06,2011-08-08,10,15,17
22633,2010-12-27,2011-02-21,9,11,24
22633,2011-03-28,2011-05-09,7,14,21
22633,2011-06-13,2011-07-11,5,18,17
22633,2011-07-25,2011-08-15,4,19,16
22638,2011-01-24,2011-02-07,3,17,18
22638,2011-04-11,2011-04-25,3,21,14
22638,2011-05-23,2011-06-20,5,23,12
22638,2011-07-04,2011-07-18,3,24,11
22638,2011-08-01,2011-09-05,6,25,10
22640,2011-07-25,2011-08-15,4,39,12
22641,2011-02-28,2011-03-21,4,23,16
22641,2011-04-04,2011-05-09,6,24,15
22641,2011-07-11,2011-07-25,3,28,11
22641,2011-08-08,2011-09-12,6,29,10
22642,2010-12-27,2011-01-24,5,23,21
22642,2011-02-14,2011-03-07,4,25,19
22642,2011-03-28,2011-04-11,3,27,17
22642,2011-05-23,2011-06-20,5,30,14
22642,2011-07-11,2011-09-05,9,32,12
22643,2011-03-14,2011-04-11,5,27,15
22643,2011-04-25,2011-05-09,3,28,14
22643,2011-06-27,2011-08-01,6,32,10
22643,2011-08-22,2011-09-05,3,34,8
22643,2011-09-19,2011-10-10,4,35,7
22647,2011-04-18,2011-06-13,9,35,10
22647,2011-06-27,2011-08-01,6,36,9
22647,2011-08-15,2011-08-29,3,37,8
22647,2011-10-24,2011-11-07,3,41,4
22655,2010-10-04,2010-10-25,4,9,22
22655,2010-11-08,2010-11-22,3,10,21
22655,2010-12-20,2011-01-03,3,12,19
22655,2011-03-14,2011-03-28,3,19,12
22655,2011-07-04,2011-08-29,9,26,5
22656,2010-10-25,2010-11-08,3,8,17
22656,2010-11-22,2010-12-06,3,9,16
22656,2011-01-17,2011-01-31,3,12,13
22656,2011-05-02,2011-05-16,3,20,5
22667,2011-05-02,2011-05-30,5,40,27
22687,2010-11-29,2011-03-07,15,17,17
22687,2011-03-21,2011-06-13,13,18,16
22687,2011-06-27,2011-07-25,5,19,15
22687,2011-10-10,2011-10-24,3,28,6
22688,2010-12-27,2011-01-17,4,19,14
22688,2011-01-31,2011-08-01,27,20,13
22689,2011-01-17,2011-04-11,13,24,23
22689,2011-04-25,2011-05-30,6,25,22
22689,2011-06-13,2011-06-27,3,26,21
22690,2010-09-06,2010-09-20,3,10,60
