StockCode,product,ABC,XYZ,class,revenue,units,weeks_active,cv,is_forecastable,revenue_rank,cumulative_revenue,cumulative_revenue_pct,sku_pct,policy_note
21651,HANGING GLASS ETCHED TEALIGHT,B,Z,BZ,2241.61,1386,50,2.23,1,1621,17591083.03,89.296,34.314,Erratic and mid-value — consider make-to-order
21710,FOLDING UMBRELLA PINKWHITE POLKADOT,B,Z,BZ,2239.96,727,63,4.578,1,1622,17593322.99,89.307,34.335,Erratic and mid-value — consider make-to-order
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,B,Z,BZ,2239.84,1029,65,1.618,1,1623,17595562.83,89.319,34.356,Erratic and mid-value — consider make-to-order
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,B,Z,BZ,2239.34,471,29,3.315,1,1624,17597802.17,89.33,34.378,Erratic and mid-value — consider make-to-order
20931,BLUE POT PLANT CANDLE,B,Z,BZ,2238.07,673,72,1.734,1,1625,17600040.24,89.342,34.399,Erratic and mid-value — consider make-to-order
22163,HEART STRING MEMO HOLDER HANGING,B,Z,BZ,2238.07,1270,65,2.013,1,1626,17602278.31,89.353,34.42,Erratic and mid-value — consider make-to-order
22803,IVORY EMBROIDERED QUILT,B,Z,BZ,2237.84,59,19,3.737,0,1627,17604516.15,89.364,34.441,Erratic and mid-value — consider make-to-order
23326,HANGING MINI COLOURED BOTTLES,B,Z,BZ,2237.71,3443,17,3.101,0,1628,17606753.86,89.376,34.462,Erratic and mid-value — consider make-to-order
22336,DOVE DECORATION PAINTED ZINC,B,Z,BZ,2235.34,4663,61,2.359,1,1629,17608989.2,89.387,34.483,Erratic and mid-value — consider make-to-order
16237,SLEEPING CAT ERASERS,B,Y,BY,2233.78,10388,103,0.907,1,1630,17611222.98,89.398,34.505,Standard policy
21620,SET OF 4 ROSE BOTANICAL CANDLES,B,Z,BZ,2232.98,1104,67,2.175,1,1631,17613455.96,89.41,34.526,Erratic and mid-value — consider make-to-order
51014L,"FEATHER PEN,LIGHT PINK",B,Y,BY,2232.55,3457,81,1.303,1,1632,17615688.51,89.421,34.547,Standard policy
21398,RED POLKADOT COFFEE  MUG,B,Z,BZ,2231.9,2295,54,3.028,1,1633,17617920.41,89.432,34.568,Erratic and mid-value — consider make-to-order
84691,PACK 20 DOLLY PEGS,B,Z,BZ,2231.45,2754,39,1.856,1,1634,17620151.86,89.444,34.589,Erratic and mid-value — consider make-to-order
23438,RED SPOT GIFT BAG LARGE,B,Z,BZ,2227.42,1823,19,3.41,0,1635,17622379.28,89.455,34.61,Erratic and mid-value — consider make-to-order
22074,6 RIBBONS SHIMMERING PINKS,B,Z,BZ,2222.94,2160,87,2.134,1,1636,17624602.22,89.466,34.632,Erratic and mid-value — consider make-to-order
21125,SET 6 FOOTBALL CELEBRATION CANDLES,B,Z,BZ,2221.38,2131,90,1.874,1,1637,17626823.6,89.477,34.653,Erratic and mid-value — consider make-to-order
22711,WRAP CIRCUS PARADE,B,Y,BY,2220.84,5402,70,1.234,1,1638,17629044.44,89.489,34.674,Standard policy
23501,KEY RING BASEBALL BOOT UNION JACK,B,Z,BZ,2220.37,1823,10,3.311,0,1639,17631264.81,89.5,34.695,Erratic and mid-value — consider make-to-order
22453,MEASURING TAPE BABUSHKA BLUE,B,Z,BZ,2218.82,803,59,1.962,1,1640,17633483.63,89.511,34.716,Erratic and mid-value — consider make-to-order
22716,CARD CIRCUS PARADE,B,Y,BY,2216.45,5230,77,0.861,1,1641,17635700.08,89.523,34.738,Standard policy
84913A,SOFT PINK ROSE TOWEL,B,Y,BY,2211.54,608,76,1.057,1,1642,17637911.62,89.534,34.759,Standard policy
23403,LETTER HOLDER HOME SWEET HOME,B,Z,BZ,2207.86,626,14,3.679,0,1643,17640119.48,89.545,34.78,Erratic and mid-value — consider make-to-order
22514,CHILDS GARDEN SPADE BLUE,B,Z,BZ,2207.12,1084,72,2.703,1,1644,17642326.6,89.556,34.801,Erratic and mid-value — consider make-to-order
22785,SQUARECUSHION COVER PINK UNION FLAG,B,Z,BZ,2207.11,412,38,3.709,1,1645,17644533.71,89.567,34.822,Erratic and mid-value — consider make-to-order
85116,BLACK CANDELABRA T-LIGHT HOLDER,B,Z,BZ,2206.24,1817,76,1.942,1,1646,17646739.95,89.579,34.843,Erratic and mid-value — consider make-to-order
22853,CAT BOWL VINTAGE CREAM,B,Y,BY,2205.57,645,54,1.488,1,1647,17648945.52,89.59,34.865,Standard policy
17091J,VANILLA INCENSE IN TIN,B,Y,BY,2204.35,3964,81,1.432,1,1648,17651149.87,89.601,34.886,Standard policy
22920,HERB MARKER BASIL,B,Z,BZ,2201.14,3481,49,4.703,1,1649,17653351.01,89.612,34.907,Erratic and mid-value — consider make-to-order
23302,KNEELING MAT HOUSEWORK  DESIGN,B,Z,BZ,2194.62,1544,30,3.274,1,1650,17655545.63,89.623,34.928,Erratic and mid-value — consider make-to-order
21611,SET OF 12 LILY BOTANICAL T-LIGHTS,B,Z,BZ,2193.99,754,45,2.03,1,1651,17657739.62,89.634,34.949,Erratic and mid-value — consider make-to-order
20770,ABSTRACT CIRCLE JOURNAL,B,Z,BZ,2193.14,1046,77,2.118,1,1652,17659932.76,89.646,34.97,Erratic and mid-value — consider make-to-order
85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,B,Z,BZ,2191.96,1657,78,1.666,1,1653,17662124.72,89.657,34.992,Erratic and mid-value — consider make-to-order
23020,GLASS  SONGBIRD STORAGE JAR,B,Z,BZ,2191.84,180,26,2.275,1,1654,17664316.56,89.668,35.013,Erratic and mid-value — consider make-to-order
23031,DRAWER KNOB CRACKLE GLAZE PINK,B,Z,BZ,2182.0,1296,26,2.136,1,1655,17666498.56,89.679,35.034,Erratic and mid-value — consider make-to-order
23445,ICE CREAM BUBBLES,B,Z,BZ,2177.84,2688,16,2.882,0,1656,17668676.4,89.69,35.055,Erratic and mid-value — consider make-to-order
22069,BROWN  PIRATE TREASURE CHEST,B,Z,BZ,2167.93,970,89,1.506,1,1657,17670844.33,89.701,35.076,Erratic and mid-value — consider make-to-order
85103,SILVER T-LIGHT SETTING,B,Z,BZ,2166.93,319,47,2.707,1,1658,17673011.26,89.712,35.097,Erratic and mid-value — consider make-to-order
22948,METAL DECORATION NAUGHTY CHILDREN,B,Y,BY,2166.39,2157,56,1.433,1,1659,17675177.65,89.723,35.119,Standard policy
22182,CAKE STAND VICTORIAN FILIGREE SMALL,B,Z,BZ,2166.35,563,69,1.696,1,1660,17677344.0,89.734,35.14,Erratic and mid-value — consider make-to-order
85216,ASSORTED CAKES FRIDGE MAGNETS,B,Z,BZ,2158.12,2855,56,1.815,1,1661,17679502.12,89.745,35.161,Erratic and mid-value — consider make-to-order
22714,CARD BIRTHDAY COWBOY,B,Y,BY,2157.91,5277,79,1.381,1,1662,17681660.03,89.756,35.182,Standard policy
23370,SET 36 COLOURING PENCILS DOILY,B,Z,BZ,2157.85,1555,12,3.105,0,1663,17683817.88,89.767,35.203,Erratic and mid-value — consider make-to-order
22824,3 TIER SWEETHEART GARDEN SHELF,B,Z,BZ,2153.95,61,31,1.958,1,1664,17685971.83,89.778,35.224,Erratic and mid-value — consider make-to-order
22338,STAR DECORATION PAINTED ZINC,B,Z,BZ,2152.75,6091,51,2.265,1,1665,17688124.58,89.789,35.246,Erratic and mid-value — consider make-to-order
21359,RELAX LARGE WOOD LETTERS,B,Z,BZ,2148.38,210,48,2.441,1,1666,17690272.96,89.8,35.267,Erratic and mid-value — consider make-to-order
23005,TRAVEL CARD WALLET I LOVE LONDON,B,Z,BZ,2147.55,4783,28,2.303,1,1667,17692420.51,89.81,35.288,Erratic and mid-value — consider make-to-order
23161,REGENCY CAKE FORK,B,Z,BZ,2145.3,1715,29,2.189,1,1668,17694565.81,89.821,35.309,Erratic and mid-value — consider make-to-order
21421,PORCELAIN ROSE LARGE,B,Z,BZ,2144.48,1792,48,2.275,1,1669,17696710.29,89.832,35.33,Erratic and mid-value — consider make-to-order
21905,MORE BUTTER METAL SIGN,B,Z,BZ,2143.17,1616,89,2.396,1,1670,17698853.46,89.843,35.351,Erratic and mid-value — consider make-to-order
22677,FRENCH BLUE METAL DOOR SIGN 2,B,Y,BY,2143.03,1583,63,1.321,1,1671,17700996.49,89.854,35.373,Standard policy
21617,4 LILY  BOTANICAL DINNER CANDLES,B,Z,BZ,2142.51,838,69,1.843,1,1672,17703139.0,89.865,35.394,Erratic and mid-value — consider make-to-order
20764,ABSTRACT CIRCLES SKETCHBOOK,B,Z,BZ,2142.26,687,79,2.135,1,1673,17705281.26,89.876,35.415,Erratic and mid-value — consider make-to-order
22708,WRAP DOLLY GIRL,B,Z,BZ,2140.5,5325,70,1.978,1,1674,17707421.76,89.887,35.436,Erratic and mid-value — consider make-to-order
84670,JAPANESE CROCHETED ANIMAL,B,Z,BZ,2140.06,5223,46,1.988,1,1675,17709561.82,89.897,35.457,Erratic and mid-value — consider make-to-order
23213,STAR WREATH DECORATION WITH BELL,B,Z,BZ,2139.67,1683,24,2.603,0,1676,17711701.49,89.908,35.478,Erratic and mid-value — consider make-to-order
23066,SMALL DECO JEWELLERY STAND,B,Z,BZ,2137.81,259,24,2.952,0,1677,17713839.3,89.919,35.5,Erratic and mid-value — consider make-to-order
21774,DECORATIVE CATS BATHROOM BOTTLE,B,Z,BZ,2134.81,1715,100,2.263,1,1678,17715974.11,89.93,35.521,Erratic and mid-value — consider make-to-order
22515,CHILDS GARDEN SPADE PINK,B,Z,BZ,2131.84,1047,68,2.724,1,1679,17718105.95,89.941,35.542,Erratic and mid-value — consider make-to-order
21643,ASSORTED TUTTI FRUTTI MIRROR,B,Y,BY,2127.94,1521,77,1.313,1,1680,17720233.89,89.952,35.563,Standard policy
21195,PINK  HONEYCOMB PAPER BALL,B,Z,BZ,2122.66,997,58,2.436,1,1681,17722356.55,89.962,35.584,Erratic and mid-value — consider make-to-order
22023,EMPIRE BIRTHDAY CARD,B,Y,BY,2112.05,5059,100,0.965,1,1682,17724468.6,89.973,35.605,Standard policy
23046,PAPER LANTERN 9 POINT DELUXE STAR,B,Z,BZ,2111.49,349,21,7.18,0,1683,17726580.09,89.984,35.627,Erratic and mid-value — consider make-to-order
22279,POCKET BAG BLUE PAISLEY RED SPOT,B,Z,BZ,2110.87,1445,78,1.523,1,1684,17728690.96,89.995,35.648,Erratic and mid-value — consider make-to-order
22913,RED COAT RACK PARIS FASHION,B,Z,BZ,2107.85,450,46,3.006,1,1685,17730798.81,90.005,35.669,Erratic and mid-value — consider make-to-order
23251,VINTAGE RED ENAMEL TRIM MUG,B,Z,BZ,2107.0,1713,26,2.381,1,1686,17732905.81,90.016,35.69,Erratic and mid-value — consider make-to-order
23233,WRAP POPPIES  DESIGN,B,Z,BZ,2105.5,5175,47,1.845,1,1687,17735011.31,90.027,35.711,Erratic and mid-value — consider make-to-order
84676,BATH DUCK WATERING CAN,B,Z,BZ,2102.46,848,30,3.486,1,1688,17737113.77,90.037,35.732,Erratic and mid-value — consider make-to-order
40018F,CHERRY DESIGN PAPERLANTERNS,B,Z,BZ,2102.28,1093,36,3.531,1,1689,17739216.05,90.048,35.754,Erratic and mid-value — consider make-to-order
21291,SMALL POLKADOT CHOCOLATE GIFT BAG,B,Y,BY,2101.73,2439,75,1.372,1,1690,17741317.78,90.059,35.775,Standard policy
22996,TRAVEL CARD WALLET VINTAGE TICKET,B,Z,BZ,2099.97,4813,43,1.75,1,1691,17743417.75,90.069,35.796,Erratic and mid-value — consider make-to-order
21070,VINTAGE BILLBOARD MUG,B,Z,BZ,2099.71,2047,93,2.657,1,1692,17745517.46,90.08,35.817,Erratic and mid-value — consider make-to-order
21865,PINK UNION JACK  PASSPORT COVER,B,Y,BY,2098.24,902,93,1.15,1,1693,17747615.7,90.091,35.838,Standard policy
23152,IVORY SWEETHEART WIRE LETTER RACK,B,Z,BZ,2095.65,558,33,2.012,1,1694,17749711.35,90.101,35.859,Erratic and mid-value — consider make-to-order
22859,EASTER TIN BUNNY BOUQUET,B,Z,BZ,2095.65,1256,32,2.222,1,1695,17751807.0,90.112,35.881,Erratic and mid-value — consider make-to-order
23315,IVORY REFECTORY CLOCK,B,Z,BZ,2094.24,213,25,2.426,0,1696,17753901.24,90.123,35.902,Erratic and mid-value — consider make-to-order
21619,4 VANILLA BOTANICAL CANDLES,B,Z,BZ,2085.27,1138,58,2.605,1,1697,17755986.51,90.133,35.923,Erratic and mid-value — consider make-to-order
22308,TEA COSY BLUE STRIPE,B,Z,BZ,2085.05,677,88,1.691,1,1698,17758071.56,90.144,35.944,Erratic and mid-value — consider make-to-order
84854,GIRLY PINK TOOL SET,B,Z,BZ,2084.42,382,39,2.504,1,1699,17760155.98,90.154,35.965,Erratic and mid-value — consider make-to-order
79323S,SILVER CHERRY LIGHTS,B,Z,BZ,2084.32,334,17,5.47,0,1700,17762240.3,90.165,35.986,Erratic and mid-value — consider make-to-order
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,B,Y,BY,2084.25,2266,80,1.334,1,1701,17764324.55,90.175,36.008,Standard policy
72799F,IVORY PILLAR CANDLE GOLD FLOCK,B,Z,BZ,2082.74,1125,49,4.47,1,1702,17766407.29,90.186,36.029,Erratic and mid-value — consider make-to-order
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,B,Z,BZ,2077.82,344,12,5.568,0,1703,17768485.11,90.197,36.05,Erratic and mid-value — consider make-to-order
84990,60 GOLD AND SILVER FAIRY CAKE CASES,B,Z,BZ,2077.59,4276,45,2.73,1,1704,17770562.7,90.207,36.071,Erratic and mid-value — consider make-to-order
22695,WICKER WREATH SMALL,B,Z,BZ,2071.6,1458,52,1.857,1,1705,17772634.3,90.218,36.092,Erratic and mid-value — consider make-to-order
23227,FILIGREE HEART BUTTERFLY WHITE,B,Z,BZ,2070.06,1642,29,2.35,1,1706,17774704.36,90.228,36.113,Erratic and mid-value — consider make-to-order
85049H,URBAN BLACK RIBBONS,B,Y,BY,2068.43,2067,90,1.301,1,1707,17776772.79,90.239,36.135,Standard policy
22935,BAKING MOULD ROSE MILK CHOCOLATE,B,Z,BZ,2066.82,690,35,2.793,1,1708,17778839.61,90.249,36.156,Erratic and mid-value — consider make-to-order
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,B,Z,BZ,2066.81,1422,71,2.652,1,1709,17780906.42,90.26,36.177,Erratic and mid-value — consider make-to-order
21058,PARTY INVITES WOODLAND,B,Y,BY,2063.24,2405,94,1.337,1,1710,17782969.66,90.27,36.198,Standard policy
21077,SET/20 WOODLAND PAPER NAPKINS,B,Z,BZ,2060.65,2793,39,3.087,1,1711,17785030.31,90.281,36.219,Erratic and mid-value — consider make-to-order
84509G,SET OF 4 FAIRY CAKE PLACEMATS,B,Z,BZ,2060.37,804,73,2.343,1,1712,17787090.68,90.291,36.24,Erratic and mid-value — consider make-to-order
23291,DOLLY GIRL CHILDRENS CUP,B,Z,BZ,2060.28,1635,26,2.356,1,1713,17789150.96,90.301,36.262,Erratic and mid-value — consider make-to-order
22400,MAGNETS PACK OF 4 HOME SWEET HOME,B,Z,BZ,2057.29,2461,71,1.953,1,1714,17791208.25,90.312,36.283,Erratic and mid-value — consider make-to-order
23490,T-LIGHT HOLDER HANGING LOVE BIRD,B,Z,BZ,2055.27,548,9,3.588,0,1715,17793263.52,90.322,36.304,Erratic and mid-value — consider make-to-order
22903,CALENDAR FAMILY FAVOURITES,B,Z,BZ,2053.96,745,38,3.849,1,1716,17795317.48,90.333,36.325,Erratic and mid-value — consider make-to-order
84459A,PINK METAL CHICKEN HEART,B,Z,BZ,2046.16,1266,70,2.223,1,1717,17797363.64,90.343,36.346,Erratic and mid-value — consider make-to-order
23500,KEY RING BASEBALL BOOT ASSORTED,B,Z,BZ,2044.58,1631,10,3.487,0,1718,17799408.22,90.354,36.367,Erratic and mid-value — consider make-to-order
22928,YELLOW GIANT GARDEN THERMOMETER,B,Z,BZ,2041.35,296,42,2.294,1,1719,17801449.57,90.364,36.389,Erratic and mid-value — consider make-to-order
21348,PINK SPOTS CHOCOLATE NESTING BOXES,B,Z,BZ,2039.69,845,47,2.663,1,1720,17803489.26,90.374,36.41,Erratic and mid-value — consider make-to-order
22201,FRYING PAN BLUE POLKADOT,B,Z,BZ,2038.65,510,72,3.01,1,1721,17805527.91,90.385,36.431,Erratic and mid-value — consider make-to-order
85016,SET OF 6 VINTAGE NOTELETS KIT,B,Z,BZ,2033.33,1679,66,2.682,1,1722,17807561.24,90.395,36.452,Erratic and mid-value — consider make-to-order
22832,BROCANTE SHELF WITH HOOKS,B,Z,BZ,2033.15,185,40,2.145,1,1723,17809594.39,90.405,36.473,Erratic and mid-value — consider make-to-order
22261,FELT EGG COSY WHITE RABBIT,B,Z,BZ,2030.3,2112,66,2.671,1,1724,17811624.69,90.416,36.494,Erratic and mid-value — consider make-to-order
22799,SWEETHEART WIRE FRUIT BOWL,B,Z,BZ,2029.34,254,45,1.792,1,1725,17813654.03,90.426,36.516,Erratic and mid-value — consider make-to-order
47591C,BLUE FAIRY CAKE CHILD'S APRON,B,Z,BZ,2029.27,1055,35,2.58,1,1726,17815683.3,90.436,36.537,Erratic and mid-value — consider make-to-order
21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,B,Z,BZ,2025.77,698,33,2.259,1,1727,17817709.07,90.446,36.558,Erratic and mid-value — consider make-to-order
21504,SKULLS GREETING CARD,B,Y,BY,2025.18,4961,91,1.025,1,1728,17819734.25,90.457,36.579,Standard policy
22211,WOOD STAMP SET FLOWERS,B,Y,BY,2024.0,1532,87,1.094,1,1729,17821758.25,90.467,36.6,Standard policy
35953,FOLKART STAR CHRISTMAS DECORATIONS,B,Z,BZ,2020.97,3879,35,2.768,1,1730,17823779.22,90.477,36.622,Erratic and mid-value — consider make-to-order
23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,B,Z,BZ,2019.59,1448,20,3.719,0,1731,17825798.81,90.488,36.643,Erratic and mid-value — consider make-to-order
21397,BLUE  SPOTTY EGG CUP,B,Z,BZ,2017.74,2157,58,2.557,1,1732,17827816.55,90.498,36.664,Erratic and mid-value — consider make-to-order
21356,TOAST ITS - FAIRY FLOWER,B,Y,BY,2015.41,1593,88,1.02,1,1733,17829831.96,90.508,36.685,Standard policy
23289,DOLLY GIRL CHILDRENS BOWL,B,Z,BZ,2013.7,1622,26,2.29,1,1734,17831845.66,90.518,36.706,Erratic and mid-value — consider make-to-order
20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,B,Y,BY,2012.59,593,84,1.233,1,1735,17833858.25,90.528,36.727,Standard policy
22520,CHILDS GARDEN TROWEL BLUE,B,Z,BZ,2012.13,2295,57,1.705,1,1736,17835870.38,90.539,36.749,Erratic and mid-value — consider make-to-order
23358,HOT STUFF HOT WATER BOTTLE,B,Z,BZ,2012.13,595,16,3.048,0,1737,17837882.51,90.549,36.77,Erratic and mid-value — consider make-to-order
23529,WALL ART DOLLY GIRL,B,Z,BZ,2011.99,637,10,5.616,0,1738,17839894.5,90.559,36.791,Erratic and mid-value — consider make-to-order
21389,IVORY HANGING DECORATION  BIRD,B,Y,BY,2010.64,2302,84,1.131,1,1739,17841905.14,90.569,36.812,Standard policy
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,B,Z,BZ,2010.6,209,45,3.887,1,1740,17843915.74,90.579,36.833,Erratic and mid-value — consider make-to-order
20703,BLUE PADDED SOFT MOBILE,B,Y,BY,2010.47,475,49,1.408,1,1741,17845926.21,90.59,36.854,Standard policy
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,B,Z,BZ,2009.95,1183,24,2.548,0,1742,17847936.16,90.6,36.876,Erratic and mid-value — consider make-to-order
22496,SET OF 2 ROUND TINS DUTCH CHEESE,B,Z,BZ,2007.89,735,80,1.842,1,1743,17849944.05,90.61,36.897,Erratic and mid-value — consider make-to-order
79323G,GOLD  CHERRY LIGHTS,B,Z,BZ,2007.88,314,18,3.408,0,1744,17851951.93,90.62,36.918,Erratic and mid-value — consider make-to-order
22068,BLACK PIRATE TREASURE CHEST,B,Z,BZ,2003.31,1127,96,1.751,1,1745,17853955.24,90.63,36.939,Erratic and mid-value — consider make-to-order
22932,BAKING MOULD TOFFEE CUP CHOCOLATE,B,Z,BZ,2000.88,884,38,3.366,1,1746,17855956.12,90.641,36.96,Erratic and mid-value — consider make-to-order
22521,CHILDS GARDEN TROWEL PINK,B,Z,BZ,1998.13,2300,54,1.784,1,1747,17857954.25,90.651,36.981,Erratic and mid-value — consider make-to-order
22405,MONEY BOX POCKET MONEY DESIGN,B,Z,BZ,1995.88,1644,71,1.571,1,1748,17859950.13,90.661,37.003,Erratic and mid-value — consider make-to-order
23357,HOT WATER BOTTLE SEX BOMB,B,Z,BZ,1993.6,453,16,2.881,0,1749,17861943.73,90.671,37.024,Erratic and mid-value — consider make-to-order
22719,GUMBALL MONOCHROME COAT RACK,B,Z,BZ,1987.83,1467,51,1.519,1,1750,17863931.56,90.681,37.045,Erratic and mid-value — consider make-to-order
79160,HEART SHAPE WIRELESS DOORBELL,B,Z,BZ,1987.77,951,71,2.047,1,1751,17865919.33,90.691,37.066,Erratic and mid-value — consider make-to-order
21695,SMALL SILVER FLOWER CANDLE POT,B,Y,BY,1987.58,642,61,1.446,1,1752,17867906.91,90.701,37.087,Standard policy
22559,SEASIDE FLYING DISC,B,Z,BZ,1986.87,1583,72,1.644,1,1753,17869893.78,90.711,37.108,Erratic and mid-value — consider make-to-order
22343,PARTY PIZZA DISH RED RETROSPOT,B,Z,BZ,1986.31,3300,80,1.906,1,1754,17871880.09,90.721,37.13,Erratic and mid-value — consider make-to-order
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,B,Z,BZ,1985.75,2875,38,1.813,1,1755,17873865.84,90.732,37.151,Erratic and mid-value — consider make-to-order
20871,OPULENT VELVET SET/3 CANDLES,B,Z,BZ,1984.35,1276,36,2.824,1,1756,17875850.19,90.742,37.172,Erratic and mid-value — consider make-to-order
17084R,ASSORTED INCENSE PACK,B,Z,BZ,1983.57,10697,47,3.076,1,1757,17877833.76,90.752,37.193,Erratic and mid-value — consider make-to-order
21657,MILK BOTTLE WITH GLASS STOPPER,B,Y,BY,1981.28,259,54,1.456,1,1758,17879815.04,90.762,37.214,Standard policy
23075,PARLOUR CERAMIC WALL HOOK,B,Z,BZ,1981.05,477,31,2.136,1,1759,17881796.09,90.772,37.235,Erratic and mid-value — consider make-to-order
23145,ZINC T-LIGHT HOLDER STAR LARGE,B,Z,BZ,1979.48,2084,34,1.782,1,1760,17883775.57,90.782,37.257,Erratic and mid-value — consider make-to-order
22204,MILK PAN BLUE POLKADOT,B,Z,BZ,1978.04,538,72,2.835,1,1761,17885753.61,90.792,37.278,Erratic and mid-value — consider make-to-order
21629,SQUARE FLOOR CUSHION VINTAGE RED,B,Y,BY,1977.27,179,62,1.242,1,1762,17887730.88,90.802,37.299,Standard policy
23068,ALUMINIUM STAMPED HEART,B,Z,BZ,1976.89,813,34,2.043,1,1763,17889707.77,90.812,37.32,Erratic and mid-value — consider make-to-order
22599,CHRISTMAS MUSICAL ZINC STAR,B,Z,BZ,1976.88,3119,35,2.011,1,1764,17891684.65,90.822,37.341,Erratic and mid-value — consider make-to-order
21630,FLOOR CUSHION ELEPHANT CARNIVAL,B,Z,BZ,1973.39,162,59,1.636,1,1765,17893658.04,90.832,37.362,Erratic and mid-value — consider make-to-order
21803,CHRISTMAS TREE STAR DECORATION,B,Z,BZ,1969.62,4536,59,1.731,1,1766,17895627.66,90.842,37.384,Erratic and mid-value — consider make-to-order
22931,BAKING MOULD HEART WHITE CHOCOLATE,B,Z,BZ,1968.4,815,41,2.886,1,1767,17897596.06,90.852,37.405,Erratic and mid-value — consider make-to-order
21082,SET/20 FRUIT SALAD PAPER NAPKINS,B,Z,BZ,1963.85,7187,65,6.132,1,1768,17899559.91,90.862,37.426,Erratic and mid-value — consider make-to-order
23374,RED SPOT PAPER GIFT BAG,B,Z,BZ,1962.83,2456,19,2.691,0,1769,17901522.74,90.872,37.447,Erratic and mid-value — consider make-to-order
23228,FILIGREE HEART BIRD WHITE,B,Z,BZ,1960.0,1492,28,2.104,1,1770,17903482.74,90.882,37.468,Erratic and mid-value — consider make-to-order
22262,FELT EGG COSY CHICKEN,B,Y,BY,1958.87,2039,84,1.289,1,1771,17905441.61,90.892,37.489,Standard policy
22098,BOUDOIR SQUARE TISSUE BOX,B,Z,BZ,1958.68,2871,92,2.159,1,1772,17907400.29,90.902,37.511,Erratic and mid-value — consider make-to-order
22438,BALLOON ART MAKE YOUR OWN FLOWERS,B,Z,BZ,1958.46,1483,64,3.729,1,1773,17909358.75,90.912,37.532,Erratic and mid-value — consider make-to-order
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,B,Z,BZ,1958.08,876,52,1.78,1,1774,17911316.83,90.922,37.553,Erratic and mid-value — consider make-to-order
20846,ZINC HEART LATTICE T-LIGHT HOLDER,B,Y,BY,1958.06,1454,78,1.223,1,1775,17913274.89,90.932,37.574,Standard policy
