StockCode,Description,returned_units,returned_value,return_lines,units,class,return_rate_pct
21844,RED RETROSPOT MUG,34,99.9,18,5387.0,AY,0.63
85027L,FRENCH CHATEAU LARGE PLATTER,34,66.3,3,190.0,CZ,17.89
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,34,133.94,7,653.0,BZ,5.21
79190A,RETRO PLASTIC 70'S TRAY,34,14.67,3,790.0,CY,4.3
22597,MUSICAL ZINC HEART DECORATION,34,28.9,2,4617.0,BZ,0.74
23347,I LOVE LONDON BEAKER,34,42.5,3,860.0,CZ,3.95
23252,VINTAGE RED ENAMEL TRIM JUG,33,123.75,7,607.0,BZ,5.44
21169,YOU'RE CONFUSING ME METAL SIGN,33,54.57,9,8873.0,AY,0.37
21535,RETRO SPOT SMALL MILK JUG,33,83.7,18,6809.0,AY,0.48
21715,GIRLS VINTAGE TIN SEASIDE BUCKET,33,69.75,2,3553.0,AY,0.93
21291,SMALL SPOTTY CHOCOLATE GIFT BAG,33,28.049999999999997,3,2439.0,BY,1.35
22243,5 HOOK HANGER RED MAGIC TOADSTOOL,33,54.449999999999996,8,7685.0,AZ,0.43
22072,RED RETROSPOT TEA CUP AND SAUCER,33,123.75,17,2420.0,AY,1.36
21239,PINK  POLKADOT CUP,33,28.05,4,7382.0,AY,0.45
84247N,PACK/12 BLUE FOLKART CARDS,33,97.35000000000001,3,113.0,CZ,29.2
23112,PARISIENNE CURIO CABINET,33,239.85,19,547.0,AZ,6.03
85194L,HANGING SPRING FLOWER EGG LARGE,33,28.049999999999997,5,1820.0,BZ,1.81
23048,SET OF 10 LANTERNS FAIRY LIGHT STAR,33,136.95,5,581.0,BZ,5.68
23293,SET OF 12 FAIRY CAKE BAKING CASES,32,26.56,5,8486.0,AZ,0.38
21528,DAIRY MAID TRADITIONAL TEAPOT,32,213.4,23,905.0,AZ,3.54
22113,GREY HEART HOT WATER BOTTLE,32,121.8,6,5796.0,AZ,0.55
22073,RED RETROSPOT STORAGE JAR,32,119.28,18,2140.0,AY,1.5
20801,LARGE PINK GLASS SUNDAE DISH,32,24.0,2,1094.0,BZ,2.93
21908,CHOCOLATE THIS WAY METAL SIGN,32,67.2,4,9704.0,AY,0.33
21318,GLASS CHALICE BLUE SMALL,32,40.06,12,974.0,CZ,3.29
79191B,RETRO PLASTIC POLKA TRAY,32,27.199999999999996,5,479.0,CZ,6.68
22859,EASTER TIN BUNNY BOUQUET,32,52.800000000000004,6,1256.0,BZ,2.55
84596E,SMALL LICORICE DES PINK BOWL,32,40.0,2,1158.0,BZ,2.76
20682,RED SPOTTY CHILDS UMBRELLA,32,98.0,9,3076.0,AY,1.04
20754,RETRO RED SPOTTY WASHING UP GLOVES,32,64.19999999999999,5,5096.0,AY,0.63
22474,SPACEBOY TV DINNER TRAY,32,136.0,1,975.0,AZ,3.28
85170A,SET/6 IVORY BIRD T-LIGHT CANDLES,32,51.519999999999996,3,848.0,BZ,3.77
22192,BLUE DINER WALL CLOCK,31,252.45,16,1428.0,AY,2.17
20665,RED SPOTTY PURSE,31,91.45,4,1337.0,AY,2.32
22080,RIBBON REEL SPOTS DESIGN,31,51.15,2,3917.0,AY,0.79
22082,RIBBON REEL STRIPES DESIGN,31,51.15,4,7355.0,AY,0.42
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",31,26.35,7,4653.0,BY,0.67
22352,LUNCH BOX WITH CUTLERY RETROSPOT,31,78.6,13,7109.0,AX,0.44
21425,SKULLS STORAGE BOX LARGE,31,91.45,8,505.0,BZ,6.14
21348,PINK SPOTS CHOCOLATE NESTING BOXES,31,54.25,5,845.0,BZ,3.67
21981,PACK OF 12 WOODLAND TISSUES,31,9.69,2,26249.0,AZ,0.12
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,31,57.849999999999994,4,651.0,CZ,4.76
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,31,116.25,3,11039.0,AY,0.28
21102,"CANDLE IN JAR COLLAGE , VANILLA",31,79.05,1,82.0,CZ,37.8
22227,"DECORATION, HANGING HEART+MIRROR",31,20.15,4,6036.0,AY,0.51
10120,DOGGY RUBBER,30,6.3,1,665.0,CZ,4.51
85227,SET OF 6 3D KIT CARDS FOR KIDS,30,25.5,3,3473.0,BY,0.86
22059,CERAMIC STRAWBERRY DESIGN MUG,30,44.7,11,4974.0,AZ,0.6
22994,TRAVEL CARD WALLET RETROSPOT,30,12.6,6,2197.0,CZ,1.37
85116,BLACK CANDELABRA T-LIGHT HOLDER,30,63.0,2,1817.0,BZ,1.65
20828,GLITTER BUTTERFLY CLIPS,30,76.5,5,4436.0,AY,0.68
23022,SMALL BONNE JAM JAR  T-LIGHT HOLDER,30,62.400000000000006,2,422.0,CZ,7.11
21070,VINTAGE BILLBOARD MUG,30,33.32,2,2047.0,BZ,1.47
21217,RED SPOTTY ROUND CAKE TINS,30,285.5,15,2913.0,AY,1.03
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,30,37.5,4,2353.0,BZ,1.27
22680,FRENCH BLUE METAL DOOR SIGN 5,30,37.5,2,1357.0,BY,2.21
21680,WOODLAND  STICKERS,30,25.5,1,2870.0,BZ,1.05
21820,GLITTER HEART GARLAND WITH BELLS,30,112.5,3,803.0,BZ,3.74
21645,ASSORTED TUTTI FRUTTI ROUND BOX,30,49.5,3,999.0,BZ,3.0
21696,SMALL SILVER TRELLIS CANDLEPOT,30,88.5,3,767.0,BY,3.91
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,30,76.05,15,8255.0,AX,0.36
21389,IVORY HANGING DECORATION  BIRD,30,25.5,6,2302.0,BY,1.3
22624,IVORY KITCHEN SCALES,30,244.8,16,3178.0,AY,0.94
22758,LARGE PURPLE BABUSHKA NOTEBOOK,30,37.5,4,2452.0,BZ,1.22
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,30,86.7,4,9780.0,AZ,0.31
21928,JUMBO BAG SCANDINAVIAN PAISLEY,30,57.0,16,24305.0,AX,0.12
22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,30,37.5,4,7585.0,AY,0.4
20703,BLUE PADDED SOFT MOBILE,29,123.25,15,475.0,BY,6.11
22329,ROUND CONTAINER SET OF 5 RETROSPOT,29,47.85,4,5168.0,AY,0.56
22366,DOORMAT AIRMAIL,29,209.97,4,2543.0,AZ,1.14
21874,GIN AND TONIC MUG,29,36.46,12,6342.0,AZ,0.46
23404,HOME SWEET HOME BLACKBOARD,29,143.55,14,1011.0,AZ,2.87
85194S,HANGING SPRING FLOWER EGG SMALL,29,18.39,3,1760.0,CZ,1.65
20982,12 PENCILS TALL TUBE SKULLS,29,24.65,6,4862.0,BY,0.6
22844,VINTAGE CREAM DOG FOOD CONTAINER,29,236.3,9,1230.0,AY,2.36
22840,ROUND CAKE TIN VINTAGE RED,29,229.55,21,1329.0,AZ,2.18
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",29,143.55,4,1351.0,AZ,2.15
90185C,BLACK DIAMANTE EXPANDABLE RING,29,123.25,7,64.0,CZ,45.31
21534,DAIRY MAID LARGE MILK JUG,29,143.55,21,955.0,AY,3.04
22596,CHRISTMAS STAR WISH LIST CHALKBOARD,29,34.120000000000005,8,6371.0,AZ,0.46
22209,WOOD STAMP SET HAPPY BIRTHDAY,28,36.36,3,1421.0,BY,1.97
23029,DRAWER KNOB CRACKLE GLAZE GREEN,28,46.2,8,1352.0,BZ,2.07
23236,STORAGE TIN VINTAGE DOILY,28,80.92,12,2509.0,AZ,1.12
85049E,SCANDINAVIAN REDS RIBBONS,28,35.0,4,6597.0,AY,0.42
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,28,23.799999999999997,3,824.0,CZ,3.4
22331,WOODLAND PARTY BAG + STICKER SET,28,46.199999999999996,7,3660.0,AY,0.77
22719,GUMBALL MONOCHROME COAT RACK,28,30.44,9,1467.0,BZ,1.91
22600,CHRISTMAS RETROSPOT STAR WOOD,28,23.799999999999997,3,4863.0,BZ,0.58
22675,FRENCH KITCHEN SIGN BLUE METAL,28,35.0,4,2230.0,BZ,1.26
21490,SET OF THREE 50'S GIFT WRAPS,28,54.599999999999994,3,639.0,BZ,4.38
72807B,SET/3 OCEAN SCENT CANDLE JEWEL BOX,28,119.0,12,1088.0,AZ,2.57
21531,RED RETROSPOT SUGAR JAM BOWL,28,69.6,18,4085.0,AY,0.69
21650,ASSORTED TUTTI FRUTTI BRACELET,28,7.16,2,3254.0,CZ,0.86
21644,ASSORTED TUTTI FRUTTI HEART BOX,28,35.0,3,1104.0,BY,2.54
22180,RETROSPOT LAMP,28,274.25,16,979.0,AY,2.86
16236,KITTY PENCIL ERASERS,28,5.88,1,2652.0,CY,1.06
22846,BREAD BIN DINER STYLE RED,28,450.59999999999997,19,826.0,AY,3.39
23082,SET 6 PAPER TABLE LANTERN HEARTS,28,103.16,6,2333.0,AZ,1.2
21034,REX CASH+CARRY JUMBO SHOPPER,28,26.599999999999998,9,4156.0,BX,0.67
22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,28,34.81,4,2827.0,BZ,0.99
23239,SET OF 4 KNICK KNACK TINS POPPIES,28,115.8,9,853.0,BZ,3.28
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,28,40.6,1,1422.0,BZ,1.97
23103,JINGLE BELL HEART DECORATION,28,46.2,3,4080.0,AZ,0.69
23076,ICE CREAM SUNDAE LIP GLOSS,28,35.0,2,8100.0,AZ,0.35
90092,BLUE CRYSTAL BOOT PHONE CHARM,27,22.95,2,102.0,CZ,26.47
22436,12 COLOURED PARTY BALLOONS,27,17.55,3,4237.0,BZ,0.64
22381,TOY TIDY PINK POLKADOT,27,56.45,7,9272.0,AY,0.29
15039,SANDALWOOD FAN,27,22.95,4,5103.0,AZ,0.53
79029,GLASS HONEYPOT WASP CATCHER,27,49.349999999999994,13,2958.0,AZ,0.91
84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,27,71.55,4,1101.0,AZ,2.45
21257,VICTORIAN SEWING BOX MEDIUM,27,205.3,15,1558.0,AY,1.73
21311,SET/4 BIRD MIRROR MAGNETS,27,7.83,2,727.0,CZ,3.71
21922,UNION STRIPE WITH FRINGE  HAMMOCK,27,190.64999999999998,5,1446.0,AZ,1.87
22628,PICNIC BOXES SET OF 3 RETROSPOT,27,133.65,14,1748.0,AZ,1.54
21846,PINK DIAMANTE PEN IN GIFT BOX,27,81.85,3,1625.0,BZ,1.66
22312,OFFICE MUG WARMER POLKADOT,27,81.65,3,1240.0,AZ,2.18
23296,SET OF 6 TEA TIME BAKING CASES,27,33.75,6,4981.0,AZ,0.54
21259,VICTORIAN SEWING BOX SMALL,27,155.65,17,2311.0,AY,1.17
85030,FRENCH CHATEAU OVAL PLATTER,27,70.64999999999999,3,213.0,CZ,12.68
23240,SET OF 4 KNICK KNACK TINS DOILY,27,111.65,10,4186.0,AZ,0.65
20931,BLUE POT PLANT CANDLE,27,87.55000000000001,9,673.0,BZ,4.01
90093,CLEAR CRYSTAL STAR PHONE CHARM,27,22.95,2,209.0,CZ,12.92
85188A,GREEN METAL SWINGING BUNNY,27,22.95,2,945.0,CZ,2.86
22094,RED POLKA DOT TISSUE BOX,27,33.75,3,3563.0,BZ,0.76
22202,MILK PAN PINK RETROSPOT,27,101.25,10,1078.0,AZ,2.5
85167A,WHITE GRAND BAROQUE PHOTO FRAME,27,81.0,1,176.0,CZ,15.34
85199L,LARGE HANGING IVORY & RED WOOD BIRD,27,17.55,4,3455.0,BY,0.78
20681,PINK SPOTTY CHILDS UMBRELLA,27,86.75,11,1412.0,AY,1.91
23242,TREASURE TIN BUFFALO BILL,27,56.160000000000004,3,1476.0,BZ,1.83
23297,SET 40 HEART SHAPE PETIT FOUR CASES,26,42.9,4,4303.0,AZ,0.6
22779,WOODEN OWLS LIGHT GARLAND,26,110.5,7,1739.0,AZ,1.5
22060,LARGE CAKE STAND HANGING HEARTS,26,186.7,12,735.0,AZ,3.54
84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,26,64.2,2,841.0,BZ,3.09
21812,GARLAND WITH HEARTS AND BELLS,26,128.7,4,813.0,BZ,3.2
22460,EMBOSSED GLASS TEALIGHT HOLDER,26,32.120000000000005,9,4784.0,AY,0.54
22508,DOORSTOP RETROSPOT HEART,26,97.5,8,2890.0,AZ,0.9
21705,BAG 500g SWIRLY MARBLES,26,41.5,5,2534.0,BZ,1.03
23232,WRAP VINTAGE LEAF DESIGN,26,10.92,2,8626.0,BZ,0.3
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,26,45.9,2,271.0,CZ,9.59
22284,HEN HOUSE DECORATION,26,42.900000000000006,4,2495.0,BZ,1.04
22968,ROSE COTTAGE KEEPSAKE BOX,26,248.54999999999998,14,1132.0,AZ,2.3
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,26,71.9,4,1778.0,AZ,1.46
22270,HAPPY EASTER HANGING DECORATION,26,96.78,7,692.0,BZ,3.76
22996,TRAVEL CARD WALLET VINTAGE TICKET,26,10.92,4,4813.0,BZ,0.54
22946,WOODEN ADVENT CALENDAR CREAM,26,390.3,14,978.0,AZ,2.66
85150,LADIES & GENTLEMEN METAL SIGN,26,64.95,12,8368.0,AY,0.31
21926,RED/CREAM STRIPE CUSHION COVER,26,32.5,3,1011.0,BZ,2.57
22759,SET OF 3 NOTEBOOKS IN PARCEL,26,42.900000000000006,3,9396.0,AY,0.28
84665,SQUARE CHERRY BLOSSOM CABINET,26,154.70000000000002,5,226.0,BZ,11.5
21590,KINGS CHOICE CIGAR BOX MATCHES,26,32.5,2,3456.0,BZ,0.75
22308,TEA COSY BLUE STRIPE,26,66.3,2,677.0,BZ,3.84
22309,TEA COSY RED  STRIPE,26,66.3,2,1334.0,BZ,1.95
22177,5 HOOK BLACKBOARD ORGANISER,25,227.0,10,326.0,BZ,7.67
16161M,WRAP  PINK FLOCK,25,10.5,1,1050.0,CZ,2.38
35648,VINTAGE BEAD PINK PURSE,25,20.75,2,1043.0,BZ,2.4
21288,STRIPEY CHOCOLATE NESTING BOXES,25,64.15,2,985.0,BZ,2.54
22667,RECIPE BOX RETRO SPOT DESIGN,25,73.75,5,4868.0,AY,0.51
21351,CINAMMON & ORANGE WREATH,25,91.95,5,1099.0,BZ,2.27
21496,WOODLAND CREATURES  WRAP,25,10.5,1,25.0,CZ,100.0
35968,FOLK ART METAL HEART T-LIGHT HOLDER,25,9.5,4,761.0,CZ,3.29
35471A,SET OF 3 BIRD L.BLUE FEATHER,25,31.25,2,421.0,CZ,5.94
21624,VINTAGE UNION JACK DOORSTOP,25,128.75,3,1775.0,AZ,1.41
21667,GLASS CAKE COVER AND PLATE,25,393.75,12,354.0,AZ,7.06
72739C,DARK CHOCOLATE SCENTCANDLE,25,31.25,2,326.0,CZ,7.67
22797,CHEST OF DRAWERS GINGHAM HEART,25,411.75,15,242.0,BZ,10.33
22269,EGG CUP NATURAL CHICKEN,25,31.25,10,1523.0,BZ,1.64
23159,SET OF 5 PANCAKE DAY MAGNETS,25,52.0,3,2321.0,AZ,1.08
21773,DECORATIVE ROSE BATHROOM BOTTLE,25,31.25,3,1644.0,BZ,1.52
22425,ENAMEL COLANDER CREAM,25,112.55,5,855.0,AY,2.92
22400,MAGNETS PACK OF 4 HOME SWEET HOME,25,30.39,2,2461.0,BZ,1.02
21866,UNION JACK FLAG LUGGAGE TAG,25,31.25,3,2184.0,BY,1.14
21495,SKULLS AND CROSSBONES WRAP,25,10.5,1,12465.0,AX,0.2
72756,FAIRY CAKE CANDLES,25,37.25,2,4021.0,AZ,0.62
21417,COCKLE SHELL DISH,25,52.5,2,503.0,CZ,4.97
84558A,3D DOG PICTURE PLAYING CARDS,25,73.75,1,1293.0,BZ,1.93
22708,WRAP DOLLY GIRL,25,10.5,1,5325.0,BZ,0.47
22705,WRAP GREEN PEARS,25,10.5,1,3758.0,BY,0.67
22039,BOTANICAL LILY GIFT WRAP,25,10.5,1,850.0,CZ,2.94
84971L,LARGE HEART FLOWERS HOOK,25,31.25,2,590.0,CZ,4.24
22049,WRAP CHRISTMAS SCREEN PRINT,25,10.5,1,3550.0,CZ,0.7
22208,WOOD STAMP SET THANK YOU,25,31.41,3,2375.0,BY,1.05
20682,RED RETROSPOT CHILDRENS UMBRELLA,25,80.75,10,3076.0,AY,0.81
22048,BIRTHDAY BANQUET GIFT WRAP,25,10.5,1,2815.0,CY,0.89
85049F,BABY BOOM RIBBONS,25,31.25,2,2117.0,BY,1.18
23232,WRAP VINTAGE PETALS  DESIGN,25,10.5,1,8626.0,BZ,0.29
23233,WRAP POPPIES  DESIGN,25,10.5,1,5175.0,BZ,0.48
22986,WRAP GINGHAM ROSE,25,10.5,1,5795.0,BY,0.43
85061W,WHITE JEWELLED HEART DECORATION,25,21.25,4,6366.0,AY,0.39
72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,25,10.5,2,3820.0,BZ,0.65
22780,LIGHT GARLAND BUTTERFILES PINK,25,106.25,8,1625.0,AZ,1.54
85049C,ROMANTIC PINKS RIBBONS,25,31.25,3,3001.0,BY,0.83
16169P,WRAP GREEN RUSSIAN FOLKART,25,10.5,1,1750.0,CZ,1.43
23197,SKETCHBOOK MAGNETIC SHOPPING LIST,25,36.25,7,1492.0,BZ,1.68
90088,CRYSTAL KEY+LOCK PHONE CHARM,25,21.25,2,101.0,CZ,24.75
16161P,WRAP ENGLISH ROSE,25,10.5,1,13273.0,AY,0.19
85232A,SET/3 POLKA DOT STACKING TINS,25,123.75,12,378.0,BZ,6.61
22709,WRAP WEDDING DAY,25,10.5,1,2799.0,CZ,0.89
47469,ASSORTED SHAPES PHOTO CLIP SILVER,24,15.6,1,1225.0,CZ,1.96
22123,PING MICROWAVE APRON,24,142.8,2,656.0,BZ,3.66
22135,LADLE LOVE HEART PINK,24,10.08,2,1625.0,CZ,1.48
20661,BLUE SPOTTY PURSE,24,70.8,2,899.0,CZ,2.67
20658,RED SPOTTY LUGGAGE TAG,24,30.0,2,1594.0,BY,1.51
23111,PARISIENNE SEWING BOX,24,283.2,16,312.0,BZ,7.69
18098C,PORCELAIN BUTTERFLY OIL BURNER,24,70.8,1,1527.0,AY,1.57
85202,HANGING WOOD AND FELT HEART,24,10.08,1,1216.0,CZ,1.97
85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,10.08,1,6035.0,BY,0.4
85188B,PINK METAL SWINGING BUNNY,24,20.4,1,749.0,CZ,3.2
23211,RED ROCKING HORSE HAND PAINTED,24,30.0,1,2331.0,BZ,1.03
23041,PAPER LANTERN 9 POINT SNOW STAR,24,99.6,1,272.0,CZ,8.82
22099,CARAVAN SQUARE TISSUE BOX,24,30.0,3,2131.0,BZ,1.13
23222,CHRISTMAS TREE HANGING GOLD,24,19.92,2,799.0,CZ,3.0
23118,PARISIENNE JEWELLERY DRAWER,24,180.0,17,813.0,AZ,2.95
22776,SWEETHEART 3 TIER CAKE STAND,24,219.95,11,1709.0,AY,1.4
85019B,BLOSSOM  IMAGES NOTEBOOK SET,24,30.0,1,718.0,CZ,3.34
85019A,ROMANTIC IMAGES NOTEBOOK SET,24,30.0,1,647.0,CZ,3.71
84990,60 GOLD AND SILVER FAIRY CAKE CASES,24,13.2,1,4276.0,BZ,0.56
21155,RED SPOTTY PEG BAG,24,49.99,11,6673.0,AY,0.36
21084,SET/6 COLLAGE PAPER CUPS,24,4.56,1,2929.0,CZ,0.82
21092,SET/6 STRAWBERRY PAPER PLATES,24,20.4,2,12846.0,BZ,0.19
22042,CHRISTMAS CARD SINGING ANGEL,24,10.08,2,1774.0,CZ,1.35
21059,PARTY INVITES DINOSAURS,24,20.4,3,1597.0,BY,1.5
22902,TOTE BAG I LOVE LONDON,24,50.4,2,1718.0,BZ,1.4
22028,PENNY FARTHING BIRTHDAY CARD,24,10.08,2,6368.0,BY,0.38
22989,SET 2 PANTRY DESIGN TEA TOWELS,24,78.0,4,2815.0,AZ,0.85
22973,CHILDREN'S CIRCUS PARADE MUG,24,39.199999999999996,6,1367.0,BZ,1.76
20836,FRENCH PAISLEY CUSHION COVER,24,45.36,2,224.0,CZ,10.71
85092,CANDY SPOT TEA COSY,24,30.0,1,391.0,CZ,6.14
22982,PANTRY PASTRY BRUSH,24,30.0,2,1155.0,BZ,2.08
21986,PACK OF 12 PINK SPOT TISSUES,24,6.96,1,13484.0,AZ,0.18
23349,ROLL WRAP VINTAGE CHRISTMAS,24,30.0,2,3231.0,AZ,0.74
22034,ROBIN CHRISTMAS CARD,24,10.08,2,1653.0,CZ,1.45
21980,PACK OF 12 RED SPOTTY TISSUES,24,6.96,1,31342.0,AZ,0.08
22292,"SPRING DEC , HANGING CHICK  YELLOW",24,34.8,1,2788.0,BZ,0.86
22291,"SPRING DEC , HANGING CHICK CREAM",24,34.8,1,3223.0,AZ,0.74
22293,"SPRING DEC , HANGING CHICK  GREEN",24,34.8,1,2064.0,BZ,1.16
22686,FRENCH BLUE METAL DOOR SIGN No,24,30.0,2,1406.0,BZ,1.71
84828,JUNGLE POPSICLES ICE LOLLY MOULDS,24,30.0,1,2508.0,BY,0.96
22349,DOG BOWL CHASING BALL DESIGN,24,90.0,6,2574.0,AZ,0.93
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,18.96,1,624.0,CZ,3.85
22291,HANGING CHICK CREAM DECORATION,24,34.8,1,3223.0,AZ,0.74
84926F,PSYCHEDELIC TILE COASTER,24,6.96,1,485.0,CZ,4.95
23353,6 GIFT TAGS VINTAGE CHRISTMAS,24,19.92,2,4016.0,BZ,0.6
23350,ROLL WRAP VINTAGE SPOT,24,30.0,2,2721.0,BZ,0.88
21942,SKULLS DESIGN FLANNEL,24,20.4,2,1672.0,CZ,1.44
22599,CHRISTMAS MUSICAL ZINC STAR,24,20.4,1,3119.0,BZ,0.77
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,24,19.2,1,518.0,CZ,4.63
84849D,HOT BATHS SOAP HOLDER,24,40.56,3,1560.0,BZ,1.54
23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,9.36,1,3051.0,BZ,0.79
84800L,LARGE WHITE/PINK ROSE ART FLOWER,24,40.56,1,650.0,CZ,3.69
23392,SPACEBOY ROCKET LOLLY MAKERS,24,49.92,1,667.0,BZ,3.6
22647,CERAMIC LOVE HEART MONEY BANK,24,34.8,4,1066.0,CZ,2.25
21823,PAINTED METAL HEART WITH HOLLY BELL,24,34.8,1,2473.0,BZ,0.97
21544,SKULLS  WATER TRANSFER TATTOOS,24,20.4,3,6067.0,AY,0.4
84459B,YELLOW METAL CHICKEN HEART,24,35.76,1,1475.0,BZ,1.63
22604,SET OF 4 NAPKIN CHARMS CUTLERY,24,61.2,3,2027.0,AZ,1.18
21509,COWBOYS AND INDIANS BIRTHDAY CARD,24,10.08,2,8708.0,BX,0.28
21588,RETRO SPOT GIANT  TUBE MATCHES,24,61.2,2,3357.0,AZ,0.71
84249D,FAIRY CAKE GREETINGS CARD,24,10.08,2,835.0,CZ,2.87
21593,SWALLOW CIGAR BOX MATCHES,24,30.0,1,1392.0,BZ,1.72
21592,RETRO SPOT  CIGAR BOX MATCHES,24,30.0,1,5896.0,AZ,0.41
72817,SET OF 2 CHRISTMAS DECOUPAGE CANDLE,24,30.0,1,1553.0,BZ,1.55
72816,SET/3 CHRISTMAS DECOUPAGE CANDLES,24,30.0,1,1346.0,BZ,1.78
22507,MEMO BOARD RETROSPOT  DESIGN,24,118.1,13,5455.0,AZ,0.44
21636,MADRAS NOTEBOOK MEDIUM,24,61.2,2,1032.0,CZ,2.33
21824,PAINTED METAL STAR WITH HOLLY BELLS,24,34.8,1,2785.0,BZ,0.86
22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,24,30.0,3,4044.0,AZ,0.59
35594,WOODEN CHRISTMAS TREE 3 HANGING,24,10.08,1,171.0,CZ,14.04
35603B,S/16 BLACK SHINY/MAT BAUBLES,24,50.4,1,50.0,CZ,48.0
21746,SMALL RED SPOT  WINDMILL,24,30.0,1,5966.0,AY,0.4
35965,FOLKART HEART NAPKIN RINGS,24,18.96,1,631.0,BY,3.8
35953,FOLKART STAR CHRISTMAS DECORATIONS,24,30.0,1,3879.0,BZ,0.62
79164,BLACK WINE GLASS,24,36.6,6,3665.0,BZ,0.65
23156,SET OF 5 MINI GROCERY MAGNETS,24,49.92,2,1672.0,BZ,1.44
22422,TOOTHPASTE TUBE PEN,24,15.6,1,2745.0,BZ,0.87
16011,ANIMAL STICKERS,24,5.04,1,3860.0,CY,0.62
16052,TEATIME PUSH DOWN RUBBER,24,10.08,1,848.0,CZ,2.83
84849A,HELLO SAILOR BLUE SOAP HOLDER,23,38.87,3,471.0,CZ,4.88
85034C,3 ROSE MORRIS BOXED CANDLES,23,85.75,6,1318.0,BZ,1.75
23240,SET OF 4 KNICK KNACK TINS DOILEY,23,95.05,7,4186.0,AZ,0.55
21539,RETRO SPOTS BUTTER DISH,23,111.05,16,2740.0,AY,0.84
84247E,PACK OF 12 CHRISTMAS FUN CARDS,23,67.85,2,381.0,CZ,6.04
47594A,CAROUSEL DESIGN WASHBAG,23,44.85,11,345.0,CZ,6.67
22736,RIBBON REEL MAKING SNOWMEN,23,37.95,3,2542.0,AZ,0.9
22320,BIRDS MOBILE VINTAGE DESIGN,23,136.85,10,599.0,BY,3.84
23348,CHILDRENS TOY COOKING UTENSIL SET,23,47.260000000000005,8,750.0,BZ,3.07
22795,SWEETHEART RECIPE BOOK STAND,23,118.95,6,1602.0,AY,1.44
21137,BLACK RECORD COVER FRAME,23,82.29,7,18748.0,AY,0.12
47594B,SCOTTIES DESIGN WASHBAG,23,44.85,13,410.0,CZ,5.61
22336,DOVE DECORATION PAINTED ZINC,23,14.95,1,4663.0,BZ,0.49
21432,SET OF 3 CASES WOODLAND DESIGN,23,129.35,9,943.0,AZ,2.44
48129,DOORMAT TOPIARY,23,159.15,4,3132.0,AZ,0.73
21477,STRING OF 20 ROSE LIGHTS,23,257.25,8,273.0,BZ,8.42
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,22,26.240000000000002,4,1340.0,BZ,1.64
85231G,ORANGE SCENTED SET/9 T-LIGHTS,22,18.7,2,1480.0,BY,1.49
48194,DOORMAT HEARTS,22,149.70000000000002,6,7738.0,AY,0.28
21320,GLASS CHALICE GREEN  LARGE,22,52.5,8,398.0,CZ,5.53
21232,STRAWBERRY CERAMIC TRINKET POT,22,27.5,6,38077.0,AX,0.06
22466,FAIRY TALE COTTAGE NIGHTLIGHT,22,42.9,5,5315.0,AZ,0.41
21164,HOME SWEET HOME METAL SIGN,22,64.9,5,5999.0,AY,0.37
22327,ROUND SNACK BOXES SET OF 4 SKULLS,22,64.5,10,3077.0,AY,0.71
82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",22,10.9,2,784.0,CZ,2.81
22503,CABIN BAG VINTAGE PAISLEY,22,546.6999999999999,6,141.0,BZ,15.6
72598,SET/12 TAPER CANDLES,22,18.7,1,1244.0,CZ,1.77
21080,SET/20 RED RETROSPOT PAPER NAPKINS,22,18.7,3,31098.0,AX,0.07
21224,SET/4 SKULL BADGES,22,27.5,3,2185.0,BY,1.01
20729,RED SPOTTY CANDY BAG,22,27.5,3,5262.0,BZ,0.42
47568,ENGLISH ROSE DESIGN PEG BAG,22,44.97,6,2389.0,AZ,0.92
22224,WHITE LOVEBIRD LANTERN,22,64.9,6,2374.0,AY,0.93
47504K,ENGLISH ROSE GARDEN SECATEURS,22,28.98,5,2656.0,BZ,0.83
22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,22,64.89999999999999,4,1173.0,BZ,1.88
23203,JUMBO BAG DOILEY PATTERNS,22,45.760000000000005,4,20503.0,AZ,0.11
