StockCode,product,class,ABC,XYZ,weekly_demand,forecast_error,reorder_point,lead_time_weeks,service_level
22622,BOX OF VINTAGE ALPHABET BLOCKS,AZ,A,Z,26.52,24.39,97.0,2,90%
22158,3 HEARTS HANGING DECORATION RUSTIC,AZ,A,Z,72.11,119.45,360.0,2,90%
82483,WOOD 2 DRAWER CABINET WHITE FINISH,AX,A,X,44.68,25.19,135.0,2,90%
48188,DOORMAT WELCOME PUPPIES,AZ,A,Z,48.85,42.41,174.0,2,90%
20971,PINK BLUE FELT CRAFT TRINKET BOX,AZ,A,Z,163.47,439.33,1122.0,2,90%
84978,HANGING HEART JAR T-LIGHT HOLDER,AX,A,X,208.26,97.24,593.0,2,90%
22866,HAND WARMER SCOTTY DOG DESIGN,AZ,A,Z,83.2,193.4,517.0,2,90%
22467,GUMBALL COAT RACK,AY,A,Y,99.16,105.62,390.0,2,90%
22752,SET 7 BABUSHKA NESTING BOXES,AZ,A,Z,30.26,39.81,133.0,2,90%
21977,PACK OF 60 PINK PAISLEY CAKE CASES,AX,A,X,556.43,296.91,1650.0,2,90%
22188,BLACK HEART CARD HOLDER,AZ,A,Z,103.04,97.87,383.0,2,90%
82583,HOT BATHS METAL SIGN,AY,A,Y,103.89,159.83,497.0,2,90%
23201,JUMBO BAG ALPHABET,AZ,A,Z,85.58,192.2,519.0,2,90%
22492,MINI PAINT SET VINTAGE,AY,A,Y,377.16,351.9,1391.0,2,90%
20719,WOODLAND CHARLOTTE BAG,AX,A,X,227.63,70.8,583.0,2,90%
47566B,TEA TIME PARTY BUNTING,AY,A,Y,63.67,15.06,155.0,2,90%
22624,IVORY KITCHEN SCALES,AY,A,Y,28.17,27.33,106.0,2,90%
21930,JUMBO STORAGE BAG SKULLS,AX,A,X,122.55,73.8,379.0,2,90%
72741,GRAND CHOCOLATECANDLE,AY,A,Y,190.01,100.38,562.0,2,90%
22835,HOT WATER BOTTLE I AM SO POORLY,AZ,A,Z,35.69,77.35,211.0,2,90%
84991,60 TEATIME FAIRY CAKE CASES,AX,A,X,534.57,183.0,1400.0,2,90%
22961,JAM MAKING SET PRINTED,AY,A,Y,129.24,142.73,517.0,2,90%
20750,RED RETROSPOT MINI CASES,AX,A,X,34.44,16.34,98.0,2,90%
71459,HANGING JAM JAR T-LIGHT HOLDER,AY,A,Y,329.46,134.41,902.0,2,90%
22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,AZ,A,Z,75.08,160.73,441.0,2,90%
22149,FELTCRAFT 6 FLOWER FRIENDS,AY,A,Y,111.67,192.54,572.0,2,90%
22867,HAND WARMER BIRD DESIGN,AZ,A,Z,80.35,163.79,457.0,2,90%
48111,DOORMAT 3 SMILEY CATS,AZ,A,Z,38.7,43.19,156.0,2,90%
22551,PLASTERS IN TIN SPACEBOY,AY,A,Y,137.96,74.87,411.0,2,90%
82600,NO SINGING METAL SIGN,AY,A,Y,114.99,188.22,571.0,2,90%
20711,JUMBO BAG TOYS,AY,A,Y,124.73,73.01,382.0,2,90%
21481,FAWN BLUE HOT WATER BOTTLE,AY,A,Y,72.89,59.66,254.0,2,90%
22507,MEMO BOARD RETROSPOT  DESIGN,AZ,A,Z,49.67,46.69,184.0,2,90%
37503,TEA TIME CAKE STAND IN GIFT BOX,AZ,A,Z,26.55,0.0,53.0,2,90%
22087,PAPER BUNTING WHITE LACE,AY,A,Y,84.57,48.38,257.0,2,90%
21080,SET/20 RED RETROSPOT PAPER NAPKINS,AX,A,X,306.66,67.61,736.0,2,90%
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,AZ,A,Z,103.72,202.26,574.0,2,90%
84755,COLOUR GLASS T-LIGHT HOLDER HANGING,AY,A,Y,409.84,185.04,1155.0,2,90%
22084,PAPER CHAIN KIT EMPIRE,AZ,A,Z,94.53,2.07,193.0,2,90%
21527,RED RETROSPOT TRADITIONAL TEAPOT,AY,A,Y,36.13,2.14,76.0,2,90%
23173,REGENCY TEAPOT ROSES,AZ,A,Z,23.74,53.58,144.0,2,90%
20972,PINK CREAM FELT CRAFT TRINKET BOX,AY,A,Y,193.35,66.3,507.0,2,90%
21314,SMALL GLASS HEART TRINKET POT,AY,A,Y,109.13,48.17,305.0,2,90%
84836,ZINC METAL HEART DECORATION,AY,A,Y,193.65,78.9,530.0,2,90%
84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,AY,A,Y,962.13,480.64,2794.0,2,90%
22722,SET OF 6 SPICE TINS PANTRY DESIGN,AZ,A,Z,36.74,174.27,389.0,2,90%
22698,PINK REGENCY TEACUP AND SAUCER,AY,A,Y,69.26,56.79,241.0,2,90%
22728,ALARM CLOCK BAKELIKE PINK,AZ,A,Z,43.87,79.23,231.0,2,90%
48173C,DOORMAT BLACK FLOCK,AZ,A,Z,41.19,33.52,143.0,2,90%
21231,SWEETHEART CERAMIC TRINKET BOX,AY,A,Y,189.68,90.89,544.0,2,90%
47590A,BLUE HAPPY BIRTHDAY BUNTING,AY,A,Y,46.98,21.93,134.0,2,90%
22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,AZ,A,Z,32.29,20.63,102.0,2,90%
23344,JUMBO BAG 50'S CHRISTMAS,AZ,A,Z,16.51,447.36,843.0,2,90%
21955,DOORMAT UNION JACK GUNS AND ROSES,AZ,A,Z,40.24,27.83,131.0,2,90%
21790,VINTAGE SNAP CARDS,AY,A,Y,227.2,171.34,765.0,2,90%
23243,SET OF TEA COFFEE SUGAR TINS PANTRY,AZ,A,Z,21.8,180.74,371.0,2,90%
22605,WOODEN CROQUET GARDEN SET,AZ,A,Z,18.39,6.47,48.0,2,90%
22625,RED KITCHEN SCALES,AY,A,Y,23.69,19.28,82.0,2,90%
84406B,CREAM CUPID HEARTS COAT HANGER,AY,A,Y,74.26,28.41,200.0,2,90%
22607,WOODEN ROUNDERS GARDEN SET,AY,A,Y,25.91,9.7,69.0,2,90%
21791,VINTAGE HEADS AND TAILS CARD GAME,AY,A,Y,158.68,107.95,513.0,2,90%
22554,PLASTERS IN TIN WOODLAND ANIMALS,AY,A,Y,117.13,85.63,389.0,2,90%
21936,RED RETROSPOT PICNIC BAG,AY,A,Y,81.72,55.33,264.0,2,90%
84970S,HANGING HEART ZINC T-LIGHT HOLDER,AX,A,X,270.55,64.76,658.0,2,90%
22556,PLASTERS IN TIN CIRCUS PARADE,AY,A,Y,124.92,49.07,339.0,2,90%
37449,CERAMIC CAKE STAND + HANGING CAKES,AY,A,Y,24.37,9.96,67.0,2,90%
85014A,BLACK/BLUE POLKADOT UMBRELLA,AZ,A,Z,45.98,16.93,123.0,2,90%
20749,ASSORTED COLOUR MINI CASES,AY,A,Y,25.69,32.74,111.0,2,90%
22113,GREY HEART HOT WATER BOTTLE,AZ,A,Z,43.26,93.11,255.0,2,90%
22585,PACK OF 6 BIRDY GIFT TAGS,AY,A,Y,162.99,150.06,598.0,2,90%
23202,JUMBO BAG VINTAGE LEAF,AZ,A,Z,75.14,111.29,352.0,2,90%
22499,WOODEN UNION JACK BUNTING,AY,A,Y,37.38,4.62,83.0,2,90%
22941,CHRISTMAS LIGHTS 10 REINDEER,AZ,A,Z,13.61,59.91,136.0,2,90%
21210,SET OF 72 RETROSPOT PAPER  DOILIES,AY,A,Y,142.55,78.54,427.0,2,90%
22456,NATURAL SLATE CHALKBOARD LARGE,AY,A,Y,42.55,11.39,106.0,2,90%
22969,HOMEMADE JAM SCENTED CANDLES,AZ,A,Z,118.23,153.37,514.0,2,90%
21213,PACK OF 72 SKULL CAKE CASES,AY,A,Y,394.41,182.11,1118.0,2,90%
21258,VICTORIAN SEWING BOX LARGE,AZ,A,Z,14.01,10.87,48.0,2,90%
23209,LUNCH BAG VINTAGE DOILY,AZ,A,Z,93.12,136.95,434.0,2,90%
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,AZ,A,Z,17.23,42.3,111.0,2,90%
22570,FELTCRAFT CUSHION RABBIT,AY,A,Y,50.92,78.03,243.0,2,90%
22424,ENAMEL BREAD BIN CREAM,AY,A,Y,13.83,7.61,41.0,2,90%
23206,LUNCH BAG APPLE DESIGN,AZ,A,Z,96.11,149.46,463.0,2,90%
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,AY,A,Y,49.61,36.47,165.0,2,90%
22294,HEART FILIGREE DOVE  SMALL,AY,A,Y,163.87,71.58,457.0,2,90%
22356,CHARLOTTE BAG PINK POLKADOT,AX,A,X,183.59,76.62,506.0,2,90%
21218,RED SPOTTY BISCUIT TIN,AY,A,Y,51.95,30.66,159.0,2,90%
48116,DOORMAT MULTICOLOUR STRIPE,AZ,A,Z,31.58,52.86,159.0,2,90%
22632,HAND WARMER RED RETROSPOT,AZ,A,Z,78.44,124.74,383.0,2,90%
22617,BAKING SET SPACEBOY DESIGN,AY,A,Y,34.24,58.72,175.0,2,90%
22693,GROW A FLYTRAP OR SUNFLOWER IN TIN,AZ,A,Z,165.38,92.84,499.0,2,90%
20723,STRAWBERRY CHARLOTTE BAG,AX,A,X,169.04,68.56,462.0,2,90%
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,AX,A,X,78.53,43.59,236.0,2,90%
22568,FELTCRAFT CUSHION OWL,AY,A,Y,42.48,79.18,228.0,2,90%
85150,LADIES & GENTLEMEN METAL SIGN,AY,A,Y,79.59,24.83,204.0,2,90%
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",AY,A,Y,37.08,19.86,110.0,2,90%
22273,FELTCRAFT DOLL MOLLY,AZ,A,Z,47.17,194.14,446.0,2,90%
22569,FELTCRAFT CUSHION BUTTERFLY,AY,A,Y,51.72,71.18,232.0,2,90%
21622,VINTAGE UNION JACK CUSHION COVER,AZ,A,Z,39.62,7.45,93.0,2,90%
22900,SET 2 TEA TOWELS I LOVE LONDON,AZ,A,Z,53.84,40.51,181.0,2,90%
22413,METAL SIGN TAKE IT OR LEAVE IT,AZ,A,Z,53.32,142.26,364.0,2,90%
48129,DOORMAT TOPIARY,AZ,A,Z,29.12,29.96,112.0,2,90%
22381,TOY TIDY PINK POLKADOT,AY,A,Y,87.52,58.01,280.0,2,90%
21174,POTTERING IN THE SHED METAL SIGN,AY,A,Y,84.12,100.9,351.0,2,90%
22558,CLOTHES PEGS RETROSPOT PACK 24,AY,A,Y,126.11,60.91,362.0,2,90%
22169,FAMILY ALBUM WHITE PICTURE FRAME,AY,A,Y,19.42,20.33,76.0,2,90%
22561,WOODEN SCHOOL COLOURING SET,AY,A,Y,102.67,36.28,271.0,2,90%
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,AY,A,Y,16.68,10.15,52.0,2,90%
22427,ENAMEL FLOWER JUG CREAM,AY,A,Y,31.43,33.96,124.0,2,90%
22952,60 CAKE CASES VINTAGE CHRISTMAS,AZ,A,Z,232.42,399.97,1189.0,2,90%
21908,CHOCOLATE THIS WAY METAL SIGN,AY,A,Y,89.73,70.8,308.0,2,90%
22061,LARGE CAKE STAND  HANGING STRAWBERY,AY,A,Y,20.26,20.12,77.0,2,90%
84949,SILVER HANGING T-LIGHT HOLDER,AY,A,Y,107.65,113.29,420.0,2,90%
71053,WHITE METAL LANTERN,AY,A,Y,47.98,24.0,139.0,2,90%
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,AY,A,Y,132.32,169.16,571.0,2,90%
47591D,PINK FAIRY CAKE CHILDRENS APRON,AY,A,Y,89.65,75.92,317.0,2,90%
22555,PLASTERS IN TIN STRONGMAN,AY,A,Y,105.04,43.87,290.0,2,90%
21035,SET/2 RED RETROSPOT TEA TOWELS,AY,A,Y,57.59,48.86,204.0,2,90%
22041,"RECORD FRAME 7"" SINGLE SIZE",AY,A,Y,66.2,55.57,233.0,2,90%
21121,SET/10 RED POLKADOT PARTY CANDLES,AY,A,Y,147.82,86.75,453.0,2,90%
22847,BREAD BIN DINER STYLE IVORY,AY,A,Y,9.29,14.69,45.0,2,90%
21484,CHICK GREY HOT WATER BOTTLE,AZ,A,Z,39.31,56.51,181.0,2,90%
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,AY,A,Y,43.98,37.15,155.0,2,90%
22505,MEMO BOARD COTTAGE DESIGN,AY,A,Y,36.72,15.96,102.0,2,90%
22147,FELTCRAFT BUTTERFLY HEARTS,AY,A,Y,108.33,220.48,616.0,2,90%
22560,TRADITIONAL MODELLING CLAY,AY,A,Y,120.95,166.38,543.0,2,90%
22352,LUNCH BOX WITH CUTLERY RETROSPOT,AX,A,X,68.18,33.12,196.0,2,90%
22297,HEART IVORY TRELLIS SMALL,AY,A,Y,139.22,37.8,347.0,2,90%
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,AY,A,Y,186.69,193.86,724.0,2,90%
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,AX,A,X,176.74,66.56,474.0,2,90%
21914,BLUE HARMONICA IN BOX,AY,A,Y,100.61,135.57,447.0,2,90%
22633,HAND WARMER UNION JACK,AZ,A,Z,53.52,180.14,433.0,2,90%
22776,SWEETHEART CAKESTAND 3 TIER,AY,A,Y,15.48,10.0,49.0,2,90%
21136,PAINTED METAL PEARS ASSORTED,AY,A,Y,96.11,43.67,271.0,2,90%
20718,RED RETROSPOT SHOPPER BAG,AX,A,X,129.99,50.38,351.0,2,90%
22557,PLASTERS IN TIN VINTAGE PAISLEY,AY,A,Y,95.25,39.1,261.0,2,90%
84992,72 SWEETHEART FAIRY CAKE CASES,AY,A,Y,343.78,133.38,929.0,2,90%
22366,DOORMAT AIRMAIL,AZ,A,Z,23.15,22.89,88.0,2,90%
21889,WOODEN BOX OF DOMINOES,AY,A,Y,104.23,103.17,395.0,2,90%
23240,SET OF 4 KNICK KNACK TINS DOILY,AZ,A,Z,25.34,32.22,109.0,2,90%
21156,RETROSPOT CHILDRENS APRON,AY,A,Y,84.57,69.64,295.0,2,90%
22654,DELUXE SEWING KIT,AY,A,Y,23.17,19.84,82.0,2,90%
21535,RED RETROSPOT SMALL MILK JUG,AY,A,Y,66.4,32.57,192.0,2,90%
22652,TRAVEL SEWING KIT,AY,A,Y,95.94,124.79,418.0,2,90%
21533,RETRO SPOT LARGE MILK JUG,AX,A,X,34.05,18.97,102.0,2,90%
21164,HOME SWEET HOME METAL SIGN,AY,A,Y,61.58,18.61,157.0,2,90%
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,AY,A,Y,17.6,2.83,40.0,2,90%
22993,SET OF 4 PANTRY JELLY MOULDS,AY,A,Y,90.72,98.97,361.0,2,90%
22837,HOT WATER BOTTLE BABUSHKA,AZ,A,Z,37.98,0.71,77.0,2,90%
22487,WHITE WOOD GARDEN PLANT LADDER,AY,A,Y,15.57,6.89,44.0,2,90%
21155,RED RETROSPOT PEG BAG,AY,A,Y,64.95,21.5,169.0,2,90%
23301,GARDENERS KNEELING PAD KEEP CALM,AZ,A,Z,36.48,306.31,627.0,2,90%
22191,IVORY DINER WALL CLOCK,AZ,A,Z,17.7,16.25,65.0,2,90%
22662,LUNCH BAG DOLLY GIRL DESIGN,AY,A,Y,92.73,75.83,323.0,2,90%
35004C,SET OF 3 COLOURED  FLYING DUCKS,AZ,A,Z,32.97,0.0,66.0,2,90%
22296,HEART IVORY TRELLIS LARGE,AY,A,Y,100.4,39.76,273.0,2,90%
22193,RED DINER WALL CLOCK,AY,A,Y,14.13,22.71,69.0,2,90%
22634,CHILDS BREAKFAST SET SPACEBOY,AY,A,Y,15.72,8.02,46.0,2,90%
21877,HOME SWEET HOME MUG,AY,A,Y,136.73,113.66,479.0,2,90%
22692,DOORMAT WELCOME TO OUR HOME,AZ,A,Z,16.84,32.18,92.0,2,90%
22759,SET OF 3 NOTEBOOKS IN PARCEL,AY,A,Y,72.61,146.16,410.0,2,90%
22690,DOORMAT HOME SWEET HOME BLUE,AZ,A,Z,22.57,25.05,90.0,2,90%
22635,CHILDS BREAKFAST SET DOLLY GIRL,AY,A,Y,15.95,6.75,44.0,2,90%
22367,CHILDRENS APRON SPACEBOY DESIGN,AX,A,X,71.55,50.4,234.0,2,90%
84375,SET OF 20 KIDS COOKIE CUTTERS,AY,A,Y,66.85,62.16,246.0,2,90%
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,AY,A,Y,21.6,23.68,86.0,2,90%
22619,SET OF 6 SOLDIER SKITTLES,AY,A,Y,31.68,46.94,148.0,2,90%
22333,RETROSPOT PARTY BAG + STICKER SET,AY,A,Y,96.05,55.09,292.0,2,90%
85232B,SET/3 RUSSIAN DOLL STACKING TINS,AZ,A,Z,33.23,1.88,70.0,2,90%
21891,TRADITIONAL WOODEN SKIPPING ROPE,AY,A,Y,98.17,171.73,507.0,2,90%
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,AY,A,Y,46.99,23.76,137.0,2,90%
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,AY,A,Y,28.84,60.44,167.0,2,90%
84378,SET OF 3 HEART COOKIE CUTTERS,AY,A,Y,100.09,131.81,439.0,2,90%
21844,RED RETROSPOT MUG,AY,A,Y,52.54,34.01,167.0,2,90%
22940,FELTCRAFT CHRISTMAS FAIRY,AZ,A,Z,25.85,36.71,118.0,2,90%
21094,SET/6 RED SPOTTY PAPER PLATES,AY,A,Y,195.53,103.83,579.0,2,90%
22365,DOORMAT RESPECTABLE HOUSE,AZ,A,Z,20.12,29.69,94.0,2,90%
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,AZ,A,Z,114.67,297.7,768.0,2,90%
21975,PACK OF 60 DINOSAUR CAKE CASES,AY,A,Y,308.08,180.5,943.0,2,90%
21165,BEWARE OF THE CAT METAL SIGN,AY,A,Y,89.96,57.9,285.0,2,90%
35970,ZINC FOLKART SLEIGH BELLS,AZ,A,Z,43.29,220.69,486.0,2,90%
82582,AREA PATROLLED METAL SIGN,AY,A,Y,64.27,72.94,261.0,2,90%
22946,WOODEN ADVENT CALENDAR CREAM,AZ,A,Z,7.57,14.61,42.0,2,90%
21122,SET/10 PINK POLKADOT PARTY CANDLES,AY,A,Y,121.74,55.59,344.0,2,90%
22606,WOODEN SKITTLES GARDEN SET,AZ,A,Z,11.33,3.71,29.0,2,90%
22730,ALARM CLOCK BAKELIKE IVORY,AY,A,Y,26.13,44.67,133.0,2,90%
21770,OPEN CLOSED METAL SIGN,AZ,A,Z,26.42,18.99,87.0,2,90%
17003,BROCADE RING PURSE,AZ,A,Z,696.42,348.55,2024.0,2,90%
21912,VINTAGE SNAKES & LADDERS,AY,A,Y,32.96,28.23,117.0,2,90%
22423,REGENCY CAKESTAND 3 TIER,AX,A,X,251.85,79.99,690.0,2,95%
85123A,WHITE HANGING HEART T-LIGHT HOLDER,AX,A,X,920.37,285.42,2507.0,2,95%
85099B,JUMBO BAG RED RETROSPOT,AX,A,X,877.32,482.95,2882.0,2,95%
47566,PARTY BUNTING,AY,A,Y,277.99,173.56,961.0,2,95%
84879,ASSORTED COLOUR BIRD ORNAMENT,AY,A,Y,737.17,240.32,2035.0,2,95%
22086,PAPER CHAIN KIT 50'S CHRISTMAS,AZ,A,Z,216.7,681.73,2024.0,2,95%
23166,MEDIUM CERAMIC TOP STORAGE JAR,AZ,A,Z,824.81,722.9,3336.0,2,95%
79321,CHILLI LIGHTS,AY,A,Y,130.52,188.96,702.0,2,95%
22197,SMALL POPCORN HOLDER,AY,A,Y,656.61,1332.55,4423.0,2,95%
22386,JUMBO BAG PINK POLKADOT,AX,A,X,346.33,233.64,1238.0,2,95%
20725,LUNCH BAG RED RETROSPOT,AX,A,X,382.91,117.84,1041.0,2,95%
84347,ROTATING SILVER ANGELS T-LIGHT HLDR,AZ,A,Z,266.16,483.44,1660.0,2,95%
85099F,JUMBO BAG STRAWBERRY,AX,A,X,354.66,221.79,1227.0,2,95%
48138,DOORMAT UNION FLAG,AY,A,Y,95.83,67.99,350.0,2,95%
23084,RABBIT NIGHT LIGHT,AZ,A,Z,54.77,1878.63,4493.0,2,95%
20685,DOORMAT RED RETROSPOT,AY,A,Y,97.1,39.47,286.0,2,95%
21137,BLACK RECORD COVER FRAME,AY,A,Y,149.11,270.87,930.0,2,95%
21843,RED RETROSPOT CAKE STAND,AY,A,Y,58.57,30.73,189.0,2,95%
21931,JUMBO STORAGE BAG SUKI,AX,A,X,274.19,81.2,738.0,2,95%
22502,PICNIC BASKET WICKER SMALL,AY,A,Y,40.55,4.2,91.0,2,95%
21621,VINTAGE UNION JACK BUNTING,AY,A,Y,70.66,19.54,187.0,2,95%
15056N,EDWARDIAN PARASOL NATURAL,AY,A,Y,115.2,51.44,350.0,2,95%
22114,HOT WATER BOTTLE TEA AND SYMPATHY,AY,A,Y,80.37,190.59,605.0,2,95%
85099C,JUMBO  BAG BAROQUE BLACK WHITE,AX,A,X,288.49,125.58,870.0,2,95%
22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,AZ,A,Z,117.38,433.87,1247.0,2,95%
22112,CHOCOLATE HOT WATER BOTTLE,AY,A,Y,81.05,128.56,462.0,2,95%
22411,JUMBO SHOPPER VINTAGE RED PAISLEY,AX,A,X,249.9,131.91,808.0,2,95%
82484,WOOD BLACK BOARD ANT WHITE FINISH,AZ,A,Z,93.47,69.54,349.0,2,95%
22470,HEART OF WICKER LARGE,AY,A,Y,154.1,184.25,738.0,2,95%
22139,RETROSPOT TEA SET CERAMIC 11 PC,AY,A,Y,94.19,81.2,378.0,2,95%
22178,VICTORIAN GLASS HANGING T-LIGHT,AY,A,Y,358.83,271.02,1350.0,2,95%
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,AX,A,X,183.56,48.79,481.0,2,95%
21212,PACK OF 72 RETROSPOT CAKE CASES,AX,A,X,940.62,256.85,2481.0,2,95%
21733,RED HANGING HEART T-LIGHT HOLDER,AY,A,Y,158.75,149.08,665.0,2,95%
22090,PAPER BUNTING RETROSPOT,AY,A,Y,169.41,58.96,476.0,2,95%
21181,PLEASE ONE PERSON METAL SIGN,AY,A,Y,215.24,283.53,1092.0,2,95%
22111,SCOTTIE DOG HOT WATER BOTTLE,AY,A,Y,75.71,116.72,424.0,2,95%
21929,JUMBO BAG PINK VINTAGE PAISLEY,AY,A,Y,251.55,135.46,819.0,2,95%
21232,STRAWBERRY CERAMIC TRINKET BOX,AX,A,X,368.87,135.55,1054.0,2,95%
84946,ANTIQUE SILVER TEA GLASS ETCHED,AX,A,X,323.22,281.61,1304.0,2,95%
22189,CREAM HEART CARD HOLDER,AZ,A,Z,157.24,118.97,592.0,2,95%
15056BL,EDWARDIAN PARASOL BLACK,AZ,A,Z,93.85,40.34,282.0,2,95%
22469,HEART OF WICKER SMALL,AY,A,Y,240.74,260.38,1089.0,2,95%
48194,DOORMAT HEARTS,AY,A,Y,72.42,77.07,325.0,2,95%
21731,RED TOADSTOOL LED NIGHT LIGHT,AY,A,Y,264.51,140.19,856.0,2,95%
22457,NATURAL SLATE HEART CHALKBOARD,AY,A,Y,135.1,86.11,471.0,2,95%
82494L,WOODEN FRAME ANTIQUE WHITE,AX,A,X,142.7,63.74,434.0,2,95%
21754,HOME BUILDING BLOCK WORD,AX,A,X,76.2,12.51,182.0,2,95%
48187,DOORMAT NEW ENGLAND,AY,A,Y,66.89,74.57,308.0,2,95%
21928,JUMBO BAG SCANDINAVIAN PAISLEY,AX,A,X,235.31,78.52,654.0,2,95%
21523,DOORMAT FANCY FONT HOME SWEET HOME,AY,A,Y,66.03,43.79,234.0,2,95%
22138,BAKING SET 9 PIECE RETROSPOT,AY,A,Y,71.04,157.68,510.0,2,95%
20727,LUNCH BAG  BLACK SKULL.,AY,A,Y,250.18,88.03,706.0,2,95%
48185,DOORMAT FAIRY CAKE,AZ,A,Z,64.45,73.07,299.0,2,95%
21623,VINTAGE UNION JACK MEMOBOARD,AZ,A,Z,62.85,43.2,227.0,2,95%
22355,CHARLOTTE BAG SUKI DESIGN,AX,A,X,284.13,174.05,974.0,2,95%
71477,COLOUR GLASS. STAR T-LIGHT HOLDER,AY,A,Y,134.22,148.83,616.0,2,95%
22326,ROUND SNACK BOXES SET OF4 WOODLAND,AY,A,Y,139.53,89.34,488.0,2,95%
21175,GIN + TONIC DIET METAL SIGN,AY,A,Y,185.99,106.77,621.0,2,95%
84078A,SET/4 WHITE RETRO STORAGE CUBES,AZ,A,Z,11.49,7.34,40.0,2,95%
22383,LUNCH BAG SUKI  DESIGN,AX,A,X,243.03,120.48,767.0,2,95%
84029E,RED WOOLLY HOTTIE WHITE HEART.,AZ,A,Z,86.59,149.72,523.0,2,95%
23298,SPOTTY BUNTING,AZ,A,Z,66.28,114.61,400.0,2,95%
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,AY,A,Y,99.8,66.94,356.0,2,95%
21915,RED  HARMONICA IN BOX,AY,A,Y,291.89,498.25,1746.0,2,95%
20728,LUNCH BAG CARS BLUE,AY,A,Y,236.44,68.79,633.0,2,95%
23203,JUMBO BAG VINTAGE DOILY,AZ,A,Z,123.61,265.0,866.0,2,95%
82482,WOODEN PICTURE FRAME WHITE FINISH,AX,A,X,154.78,74.22,483.0,2,95%
20713,JUMBO BAG OWLS,AY,A,Y,183.47,177.13,780.0,2,95%
22083,PAPER CHAIN KIT RETROSPOT,AY,A,Y,133.03,36.02,350.0,2,95%
85066,CREAM SWEETHEART MINI CHEST,AY,A,Y,26.13,29.1,120.0,2,95%
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,AY,A,Y,91.86,54.05,310.0,2,95%
20726,LUNCH BAG WOODLAND,AY,A,Y,216.08,77.53,613.0,2,95%
82486,WOOD S/3 CABINET ANT WHITE FINISH,AX,A,X,44.2,19.4,134.0,2,95%
22960,JAM MAKING SET WITH JARS,AY,A,Y,68.63,81.0,326.0,2,95%
22699,ROSES REGENCY TEACUP AND SAUCER,AY,A,Y,114.92,70.35,394.0,2,95%
21166,COOK WITH WINE METAL SIGN,AY,A,Y,167.19,215.15,836.0,2,95%
23284,DOORMAT KEEP CALM AND COME IN,AZ,A,Z,24.66,236.74,602.0,2,95%
22720,SET OF 3 CAKE TINS PANTRY DESIGN,AZ,A,Z,54.33,90.45,320.0,2,95%
22629,SPACEBOY LUNCH BOX,AY,A,Y,185.0,90.22,581.0,2,95%
20712,JUMBO BAG WOODLAND ANIMALS,AY,A,Y,157.3,104.07,557.0,2,95%
21485,RETROSPOT HEART HOT WATER BOTTLE,AY,A,Y,60.1,116.36,392.0,2,95%
22727,ALARM CLOCK BAKELIKE RED,AZ,A,Z,60.58,154.45,482.0,2,95%
22328,ROUND SNACK BOXES SET OF 4 FRUITS,AY,A,Y,125.09,45.05,355.0,2,95%
21524,DOORMAT SPOTTY HOME SWEET HOME,AY,A,Y,50.62,25.57,161.0,2,95%
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,AY,A,Y,84.37,52.74,292.0,2,95%
20724,RED RETROSPOT CHARLOTTE BAG,AX,A,X,283.76,146.24,909.0,2,95%
21755,LOVE BUILDING BLOCK WORD,AX,A,X,56.81,14.54,148.0,2,95%
22379,RECYCLING BAG RETROSPOT,AY,A,Y,146.99,94.77,515.0,2,95%
22382,LUNCH BAG SPACEBOY DESIGN,AX,A,X,184.43,95.48,592.0,2,95%
22384,LUNCH BAG PINK POLKADOT,AX,A,X,202.39,106.27,653.0,2,95%
22666,RECIPE BOX PANTRY YELLOW DESIGN,AY,A,Y,79.8,154.29,520.0,2,95%
22630,DOLLY GIRL LUNCH BOX,AY,A,Y,165.68,86.7,534.0,2,95%
15036,ASSORTED COLOURS SILK FAN,AY,A,Y,453.3,280.77,1562.0,2,95%
22726,ALARM CLOCK BAKELIKE GREEN,AY,A,Y,51.51,89.23,311.0,2,95%
22385,JUMBO BAG SPACEBOY DESIGN,AY,A,Y,157.47,94.96,537.0,2,95%
22865,HAND WARMER OWL DESIGN,AZ,A,Z,90.82,269.26,810.0,2,95%
